receipt_id,invoice_id,period,amount_cents
RCT-07-0434,INV-07-0434,2024-03,1587173
RCT-07-0435,INV-07-0435,2024-03,1587173
RCT-07-0436,INV-07-0436,2024-03,1587173
RCT-07-0437,INV-07-0437,2024-03,1587173
RCT-07-0438,INV-07-0438,2024-03,1587173
RCT-07-0439,INV-07-0439,2024-03,1587173
RCT-07-0440,INV-07-0440,2024-03,1587173
RCT-07-0441,INV-07-0441,2024-03,1587173
RCT-07-0442,INV-07-0442,2024-03,1587173
RCT-07-0443,INV-07-0443,2024-03,1587173
RCT-07-0444,INV-07-0444,2024-03,1587173
RCT-07-0445,INV-07-0445,2024-03,1587173
RCT-07-0446,INV-07-0446,2024-03,1587173
RCT-07-0447,INV-07-0447,2024-03,1587173
RCT-07-0448,INV-07-0448,2024-03,1587173
RCT-07-0449,INV-07-0449,2024-03,1587173
RCT-07-0450,INV-07-0450,2024-03,1587173
RCT-07-0451,INV-07-0451,2024-03,1587173
RCT-07-0452,INV-07-0452,2024-03,1587173
RCT-07-0453,INV-07-0453,2024-03,1587173
RCT-07-0454,INV-07-0454,2024-03,1587173
RCT-07-0455,INV-07-0455,2024-03,1587173
RCT-07-0456,INV-07-0456,2024-03,1587173
RCT-07-0457,INV-07-0457,2024-03,1587173
RCT-07-0458,INV-07-0458,2024-03,1587173
RCT-07-0459,INV-07-0459,2024-03,1587173
RCT-07-0460,INV-07-0460,2024-03,1587173
RCT-07-0461,INV-07-0461,2024-03,1587173
RCT-07-0462,INV-07-0462,2024-03,1587173
RCT-07-0463,INV-07-0463,2024-03,1587173
RCT-07-0464,INV-07-0464,2024-03,1587173
RCT-07-0465,INV-07-0465,2024-03,1587173
RCT-07-0466,INV-07-0466,2024-03,1587173
RCT-07-0467,INV-07-0467,2024-03,1587173
RCT-07-0468,INV-07-0468,2024-03,1587173
RCT-07-0469,INV-07-0469,2024-03,1587173
RCT-07-0470,INV-07-0470,2024-03,1587173
RCT-07-0471,INV-07-0471,2024-03,1587173
RCT-07-0472,INV-07-0472,2024-03,1587173
RCT-07-0473,INV-07-0473,2024-03,1587173
RCT-07-0474,INV-07-0474,2024-03,1587173
RCT-07-0475,INV-07-0475,2024-03,1587173
RCT-07-0476,INV-07-0476,2024-03,1587173
RCT-07-0477,INV-07-0477,2024-03,1587173
RCT-07-0478,INV-07-0478,2024-03,1587173
RCT-07-0479,INV-07-0479,2024-03,1587173
RCT-07-0480,INV-07-0480,2024-03,1587173
RCT-07-0481,INV-07-0481,2024-03,1587173
RCT-07-0482,INV-07-0482,2024-03,1587173
RCT-07-0483,INV-07-0483,2024-03,1587173
RCT-07-0484,INV-07-0484,2024-03,1587173
RCT-07-0485,INV-07-0485,2024-03,1587173
RCT-07-0486,INV-07-0486,2024-03,1587173
RCT-07-0487,INV-07-0487,2024-03,1587173
RCT-07-0488,INV-07-0488,2024-03,1587173
RCT-07-0489,INV-07-0489,2024-03,1587173
RCT-07-0490,INV-07-0490,2024-03,1587173
RCT-07-0491,INV-07-0491,2024-03,1587173
RCT-07-0492,INV-07-0492,2024-03,1587173
RCT-07-0493,INV-07-0493,2024-03,1587173
RCT-07-0494,INV-07-0494,2024-03,1587173
RCT-07-0495,INV-07-0495,2024-03,1587173
RCT-07-0496,INV-07-0496,2024-03,1587173
RCT-07-0497,INV-07-0497,2024-03,1587173
RCT-07-0498,INV-07-0498,2024-03,1587173
RCT-07-0499,INV-07-0499,2024-03,1587173
RCT-07-0500,INV-07-0500,2024-03,1587173
RCT-07-SVC,INV-07-SVC,2024-03,121000000
RCT-08-0001,INV-08-0001,2024-04,201000000
RCT-08-0002,INV-08-0002,2024-04,1611222
RCT-08-0003,INV-08-0003,2024-04,1611222
RCT-08-0004,INV-08-0004,2024-04,1611222
RCT-08-0005,INV-08-0005,2024-04,1611222
RCT-08-0006,INV-08-0006,2024-04,1611222
RCT-08-0007,INV-08-0007,2024-04,1611222
RCT-08-0008,INV-08-0008,2024-04,1611222
RCT-08-0009,INV-08-0009,2024-04,1611222
RCT-08-0010,INV-08-0010,2024-04,1611222
RCT-08-0011,INV-08-0011,2024-04,1611222
RCT-08-0012,INV-08-0012,2024-04,1611222
RCT-08-0013,INV-08-0013,2024-04,1611222
RCT-08-0014,INV-08-0014,2024-04,1611222
RCT-08-0015,INV-08-0015,2024-04,1611222
RCT-08-0016,INV-08-0016,2024-04,1611222
RCT-08-0017,INV-08-0017,2024-04,1611222
RCT-08-0018,INV-08-0018,2024-04,1611222
RCT-08-0019,INV-08-0019,2024-04,1611222
RCT-08-0020,INV-08-0020,2024-04,1611222
RCT-08-0021,INV-08-0021,2024-04,1611222
RCT-08-0022,INV-08-0022,2024-04,1611222
RCT-08-0023,INV-08-0023,2024-04,1611222
RCT-08-0024,INV-08-0024,2024-04,1611222
RCT-08-0025,INV-08-0025,2024-04,1611222
RCT-08-0026,INV-08-0026,2024-04,1611222
RCT-08-0027,INV-08-0027,2024-04,1611222
RCT-08-0028,INV-08-0028,2024-04,1611222
RCT-08-0029,INV-08-0029,2024-04,1611222
RCT-08-0030,INV-08-0030,2024-04,1611222
RCT-08-0031,INV-08-0031,2024-04,1611222
RCT-08-0032,INV-08-0032,2024-04,1611222
RCT-08-0033,INV-08-0033,2024-04,1611222
RCT-08-0034,INV-08-0034,2024-04,1611222
RCT-08-0035,INV-08-0035,2024-04,1611222
RCT-08-0036,INV-08-0036,2024-04,1611222
RCT-08-0037,INV-08-0037,2024-04,1611222
RCT-08-0038,INV-08-0038,2024-04,1611222
RCT-08-0039,INV-08-0039,2024-04,1611222
RCT-08-0040,INV-08-0040,2024-04,1611222
RCT-08-0041,INV-08-0041,2024-04,1611222
RCT-08-0042,INV-08-0042,2024-04,1611222
RCT-08-0043,INV-08-0043,2024-04,1611222
RCT-08-0044,INV-08-0044,2024-04,1611222
RCT-08-0045,INV-08-0045,2024-04,1611222
RCT-08-0046,INV-08-0046,2024-04,1611222
RCT-08-0047,INV-08-0047,2024-04,1611222
RCT-08-0048,INV-08-0048,2024-04,1611222
RCT-08-0049,INV-08-0049,2024-04,1611222
RCT-08-0050,INV-08-0050,2024-04,1611222
RCT-08-0051,INV-08-0051,2024-04,1611222
RCT-08-0052,INV-08-0052,2024-04,1611222
RCT-08-0053,INV-08-0053,2024-04,1611222
RCT-08-0054,INV-08-0054,2024-04,1611222
RCT-08-0055,INV-08-0055,2024-04,1611222
RCT-08-0056,INV-08-0056,2024-04,1611222
RCT-08-0057,INV-08-0057,2024-04,1611222
RCT-08-0058,INV-08-0058,2024-04,1611222
RCT-08-0059,INV-08-0059,2024-04,1611222
RCT-08-0060,INV-08-0060,2024-04,1611222
RCT-08-0061,INV-08-0061,2024-04,1611222
RCT-08-0062,INV-08-0062,2024-04,1611222
RCT-08-0063,INV-08-0063,2024-04,1611222
RCT-08-0064,INV-08-0064,2024-04,1611222
RCT-08-0065,INV-08-0065,2024-04,1611222
RCT-08-0066,INV-08-0066,2024-04,1611222
RCT-08-0067,INV-08-0067,2024-04,1611222
RCT-08-0068,INV-08-0068,2024-04,1611222
RCT-08-0069,INV-08-0069,2024-04,1611222
RCT-08-0070,INV-08-0070,2024-04,1611222
RCT-08-0071,INV-08-0071,2024-04,1611222
RCT-08-0072,INV-08-0072,2024-04,1611222
RCT-08-0073,INV-08-0073,2024-04,1611222
RCT-08-0074,INV-08-0074,2024-04,1611222
RCT-08-0075,INV-08-0075,2024-04,1611222
RCT-08-0076,INV-08-0076,2024-04,1611222
RCT-08-0077,INV-08-0077,2024-04,1611222
RCT-08-0078,INV-08-0078,2024-04,1611222
RCT-08-0079,INV-08-0079,2024-04,1611222
RCT-08-0080,INV-08-0080,2024-04,1611222
RCT-08-0081,INV-08-0081,2024-04,1611222
RCT-08-0082,INV-08-0082,2024-04,1611222
RCT-08-0083,INV-08-0083,2024-04,1611222
RCT-08-0084,INV-08-0084,2024-04,1611222
RCT-08-0085,INV-08-0085,2024-04,1611222
RCT-08-0086,INV-08-0086,2024-04,1611222
RCT-08-0087,INV-08-0087,2024-04,1611222
RCT-08-0088,INV-08-0088,2024-04,1611222
RCT-08-0089,INV-08-0089,2024-04,1611222
RCT-08-0090,INV-08-0090,2024-04,1611222
RCT-08-0091,INV-08-0091,2024-04,1611222
RCT-08-0092,INV-08-0092,2024-04,1611222
RCT-08-0093,INV-08-0093,2024-04,1611222
RCT-08-0094,INV-08-0094,2024-04,1611222
RCT-08-0095,INV-08-0095,2024-04,1611222
RCT-08-0096,INV-08-0096,2024-04,1611222
RCT-08-0097,INV-08-0097,2024-04,1611222
RCT-08-0098,INV-08-0098,2024-04,1611222
RCT-08-0099,INV-08-0099,2024-04,1611222
RCT-08-0100,INV-08-0100,2024-04,1611222
RCT-08-0101,INV-08-0101,2024-04,1611222
RCT-08-0102,INV-08-0102,2024-04,1611222
RCT-08-0103,INV-08-0103,2024-04,1611222
RCT-08-0104,INV-08-0104,2024-04,1611222
RCT-08-0105,INV-08-0105,2024-04,1611222
RCT-08-0106,INV-08-0106,2024-04,1611222
RCT-08-0107,INV-08-0107,2024-04,1611222
RCT-08-0108,INV-08-0108,2024-04,1611222
RCT-08-0109,INV-08-0109,2024-04,1611222
RCT-08-0110,INV-08-0110,2024-04,1611222
RCT-08-0111,INV-08-0111,2024-04,1611222
RCT-08-0112,INV-08-0112,2024-04,1611222
RCT-08-0113,INV-08-0113,2024-04,1611222
RCT-08-0114,INV-08-0114,2024-04,1611222
RCT-08-0115,INV-08-0115,2024-04,1611222
RCT-08-0116,INV-08-0116,2024-04,1611222
RCT-08-0117,INV-08-0117,2024-04,1611222
RCT-08-0118,INV-08-0118,2024-04,1611222
RCT-08-0119,INV-08-0119,2024-04,1611222
RCT-08-0120,INV-08-0120,2024-04,1611222
RCT-08-0121,INV-08-0121,2024-04,1611222
RCT-08-0122,INV-08-0122,2024-04,1611222
RCT-08-0123,INV-08-0123,2024-04,1611222
RCT-08-0124,INV-08-0124,2024-04,1611222
RCT-08-0125,INV-08-0125,2024-04,1611222
RCT-08-0126,INV-08-0126,2024-04,1611222
RCT-08-0127,INV-08-0127,2024-04,1611222
RCT-08-0128,INV-08-0128,2024-04,1611222
RCT-08-0129,INV-08-0129,2024-04,1611222
RCT-08-0130,INV-08-0130,2024-04,1611222
RCT-08-0131,INV-08-0131,2024-04,1611222
RCT-08-0132,INV-08-0132,2024-04,1611222
RCT-08-0133,INV-08-0133,2024-04,1611222
RCT-08-0134,INV-08-0134,2024-04,1611222
RCT-08-0135,INV-08-0135,2024-04,1611222
RCT-08-0136,INV-08-0136,2024-04,1611222
RCT-08-0137,INV-08-0137,2024-04,1611222
RCT-08-0138,INV-08-0138,2024-04,1611222
RCT-08-0139,INV-08-0139,2024-04,1611222
RCT-08-0140,INV-08-0140,2024-04,1611222
RCT-08-0141,INV-08-0141,2024-04,1611222
RCT-08-0142,INV-08-0142,2024-04,1611222
RCT-08-0143,INV-08-0143,2024-04,1611222
RCT-08-0144,INV-08-0144,2024-04,1611222
RCT-08-0145,INV-08-0145,2024-04,1611222
RCT-08-0146,INV-08-0146,2024-04,1611222
RCT-08-0147,INV-08-0147,2024-04,1611222
RCT-08-0148,INV-08-0148,2024-04,1611222
RCT-08-0149,INV-08-0149,2024-04,1611222
RCT-08-0150,INV-08-0150,2024-04,1611222
RCT-08-0151,INV-08-0151,2024-04,1611222
RCT-08-0152,INV-08-0152,2024-04,1611222
RCT-08-0153,INV-08-0153,2024-04,1611222
RCT-08-0154,INV-08-0154,2024-04,1611222
RCT-08-0155,INV-08-0155,2024-04,1611222
RCT-08-0156,INV-08-0156,2024-04,1611222
RCT-08-0157,INV-08-0157,2024-04,1611222
RCT-08-0158,INV-08-0158,2024-04,1611222
RCT-08-0159,INV-08-0159,2024-04,1611222
RCT-08-0160,INV-08-0160,2024-04,1611222
RCT-08-0161,INV-08-0161,2024-04,1611222
RCT-08-0162,INV-08-0162,2024-04,1611222
RCT-08-0163,INV-08-0163,2024-04,1611222
RCT-08-0164,INV-08-0164,2024-04,1611222
RCT-08-0165,INV-08-0165,2024-04,1611222
RCT-08-0166,INV-08-0166,2024-04,1611222
RCT-08-0167,INV-08-0167,2024-04,1611222
RCT-08-0168,INV-08-0168,2024-04,1611222
RCT-08-0169,INV-08-0169,2024-04,1611222
RCT-08-0170,INV-08-0170,2024-04,1611222
RCT-08-0171,INV-08-0171,2024-04,1611222
RCT-08-0172,INV-08-0172,2024-04,1611222
RCT-08-0173,INV-08-0173,2024-04,1611222
RCT-08-0174,INV-08-0174,2024-04,1611222
RCT-08-0175,INV-08-0175,2024-04,1611222
RCT-08-0176,INV-08-0176,2024-04,1611222
RCT-08-0177,INV-08-0177,2024-04,1611222
RCT-08-0178,INV-08-0178,2024-04,1611222
RCT-08-0179,INV-08-0179,2024-04,1611222
RCT-08-0180,INV-08-0180,2024-04,1611222
RCT-08-0181,INV-08-0181,2024-04,1611222
RCT-08-0182,INV-08-0182,2024-04,1611222
RCT-08-0183,INV-08-0183,2024-04,1611222
RCT-08-0184,INV-08-0184,2024-04,1611222
RCT-08-0185,INV-08-0185,2024-04,1611222
RCT-08-0186,INV-08-0186,2024-04,1611222
RCT-08-0187,INV-08-0187,2024-04,1611222
RCT-08-0188,INV-08-0188,2024-04,1611222
RCT-08-0189,INV-08-0189,2024-04,1611222
RCT-08-0190,INV-08-0190,2024-04,1611222
RCT-08-0191,INV-08-0191,2024-04,1611222
RCT-08-0192,INV-08-0192,2024-04,1611222
RCT-08-0193,INV-08-0193,2024-04,1611222
RCT-08-0194,INV-08-0194,2024-04,1611222
RCT-08-0195,INV-08-0195,2024-04,1611222
RCT-08-0196,INV-08-0196,2024-04,1611222
RCT-08-0197,INV-08-0197,2024-04,1611222
RCT-08-0198,INV-08-0198,2024-04,1611222
RCT-08-0199,INV-08-0199,2024-04,1611222
RCT-08-0200,INV-08-0200,2024-04,1611222
RCT-08-0201,INV-08-0201,2024-04,1611222
RCT-08-0202,INV-08-0202,2024-04,1611222
RCT-08-0203,INV-08-0203,2024-04,1611222
RCT-08-0204,INV-08-0204,2024-04,1611222
RCT-08-0205,INV-08-0205,2024-04,1611222
RCT-08-0206,INV-08-0206,2024-04,1611222
RCT-08-0207,INV-08-0207,2024-04,1611222
RCT-08-0208,INV-08-0208,2024-04,1611222
RCT-08-0209,INV-08-0209,2024-04,1611222
RCT-08-0210,INV-08-0210,2024-04,1611222
RCT-08-0211,INV-08-0211,2024-04,1611222
RCT-08-0212,INV-08-0212,2024-04,1611222
RCT-08-0213,INV-08-0213,2024-04,1611222
RCT-08-0214,INV-08-0214,2024-04,1611222
RCT-08-0215,INV-08-0215,2024-04,1611222
RCT-08-0216,INV-08-0216,2024-04,1611222
RCT-08-0217,INV-08-0217,2024-04,1611222
RCT-08-0218,INV-08-0218,2024-04,1611222
RCT-08-0219,INV-08-0219,2024-04,1611222
RCT-08-0220,INV-08-0220,2024-04,1611222
RCT-08-0221,INV-08-0221,2024-04,1611222
RCT-08-0222,INV-08-0222,2024-04,1611222
RCT-08-0223,INV-08-0223,2024-04,1611222
RCT-08-0224,INV-08-0224,2024-04,1611222
RCT-08-0225,INV-08-0225,2024-04,1611222
RCT-08-0226,INV-08-0226,2024-04,1611222
RCT-08-0227,INV-08-0227,2024-04,1611222
RCT-08-0228,INV-08-0228,2024-04,1611222
RCT-08-0229,INV-08-0229,2024-04,1611222
RCT-08-0230,INV-08-0230,2024-04,1611222
RCT-08-0231,INV-08-0231,2024-04,1611222
RCT-08-0232,INV-08-0232,2024-04,1611222
RCT-08-0233,INV-08-0233,2024-04,1611222
RCT-08-0234,INV-08-0234,2024-04,1611222
RCT-08-0235,INV-08-0235,2024-04,1611222
RCT-08-0236,INV-08-0236,2024-04,1611222
RCT-08-0237,INV-08-0237,2024-04,1611222
RCT-08-0238,INV-08-0238,2024-04,1611222
RCT-08-0239,INV-08-0239,2024-04,1611222
RCT-08-0240,INV-08-0240,2024-04,1611222
RCT-08-0241,INV-08-0241,2024-04,1611222
RCT-08-0242,INV-08-0242,2024-04,1611222
RCT-08-0243,INV-08-0243,2024-04,1611222
RCT-08-0244,INV-08-0244,2024-04,1611222
RCT-08-0245,INV-08-0245,2024-04,1611222
RCT-08-0246,INV-08-0246,2024-04,1611222
RCT-08-0247,INV-08-0247,2024-04,1611222
RCT-08-0248,INV-08-0248,2024-04,1611222
RCT-08-0249,INV-08-0249,2024-04,1611222
RCT-08-0250,INV-08-0250,2024-04,1611222
RCT-08-0251,INV-08-0251,2024-04,1611222
RCT-08-0252,INV-08-0252,2024-04,1611222
RCT-08-0253,INV-08-0253,2024-04,1611222
RCT-08-0254,INV-08-0254,2024-04,1611222
RCT-08-0255,INV-08-0255,2024-04,1611222
RCT-08-0256,INV-08-0256,2024-04,1611222
RCT-08-0257,INV-08-0257,2024-04,1611222
RCT-08-0258,INV-08-0258,2024-04,1611222
RCT-08-0259,INV-08-0259,2024-04,1611222
RCT-08-0260,INV-08-0260,2024-04,1611222
RCT-08-0261,INV-08-0261,2024-04,1611222
RCT-08-0262,INV-08-0262,2024-04,1611222
RCT-08-0263,INV-08-0263,2024-04,1611222
RCT-08-0264,INV-08-0264,2024-04,1611222
RCT-08-0265,INV-08-0265,2024-04,1611222
RCT-08-0266,INV-08-0266,2024-04,1611222
RCT-08-0267,INV-08-0267,2024-04,1611222
RCT-08-0268,INV-08-0268,2024-04,1611222
RCT-08-0269,INV-08-0269,2024-04,1611222
RCT-08-0270,INV-08-0270,2024-04,1611222
RCT-08-0271,INV-08-0271,2024-04,1611222
RCT-08-0272,INV-08-0272,2024-04,1611222
RCT-08-0273,INV-08-0273,2024-04,1611222
RCT-08-0274,INV-08-0274,2024-04,1611222
RCT-08-0275,INV-08-0275,2024-04,1611222
RCT-08-0276,INV-08-0276,2024-04,1611222
RCT-08-0277,INV-08-0277,2024-04,1611222
RCT-08-0278,INV-08-0278,2024-04,1611222
RCT-08-0279,INV-08-0279,2024-04,1611222
RCT-08-0280,INV-08-0280,2024-04,1611222
RCT-08-0281,INV-08-0281,2024-04,1611222
RCT-08-0282,INV-08-0282,2024-04,1611222
RCT-08-0283,INV-08-0283,2024-04,1611222
RCT-08-0284,INV-08-0284,2024-04,1611222
RCT-08-0285,INV-08-0285,2024-04,1611222
RCT-08-0286,INV-08-0286,2024-04,1611222
RCT-08-0287,INV-08-0287,2024-04,1611222
RCT-08-0288,INV-08-0288,2024-04,1611222
RCT-08-0289,INV-08-0289,2024-04,1611222
RCT-08-0290,INV-08-0290,2024-04,1611222
RCT-08-0291,INV-08-0291,2024-04,1611222
RCT-08-0292,INV-08-0292,2024-04,1611222
RCT-08-0293,INV-08-0293,2024-04,1611222
RCT-08-0294,INV-08-0294,2024-04,1611222
RCT-08-0295,INV-08-0295,2024-04,1611222
RCT-08-0296,INV-08-0296,2024-04,1611222
RCT-08-0297,INV-08-0297,2024-04,1611222
RCT-08-0298,INV-08-0298,2024-04,1611222
RCT-08-0299,INV-08-0299,2024-04,1611222
RCT-08-0300,INV-08-0300,2024-04,1611222
RCT-08-0301,INV-08-0301,2024-04,1611222
RCT-08-0302,INV-08-0302,2024-04,1611222
RCT-08-0303,INV-08-0303,2024-04,1611222
RCT-08-0304,INV-08-0304,2024-04,1611222
RCT-08-0305,INV-08-0305,2024-04,1611222
RCT-08-0306,INV-08-0306,2024-04,1611222
RCT-08-0307,INV-08-0307,2024-04,1611222
RCT-08-0308,INV-08-0308,2024-04,1611222
RCT-08-0309,INV-08-0309,2024-04,1611222
RCT-08-0310,INV-08-0310,2024-04,1611222
RCT-08-0311,INV-08-0311,2024-04,1611222
RCT-08-0312,INV-08-0312,2024-04,1611222
RCT-08-0313,INV-08-0313,2024-04,1611222
RCT-08-0314,INV-08-0314,2024-04,1611222
RCT-08-0315,INV-08-0315,2024-04,1611222
RCT-08-0316,INV-08-0316,2024-04,1611222
RCT-08-0317,INV-08-0317,2024-04,1611222
RCT-08-0318,INV-08-0318,2024-04,1611222
RCT-08-0319,INV-08-0319,2024-04,1611222
RCT-08-0320,INV-08-0320,2024-04,1611222
RCT-08-0321,INV-08-0321,2024-04,1611222
RCT-08-0322,INV-08-0322,2024-04,1611222
RCT-08-0323,INV-08-0323,2024-04,1611222
RCT-08-0324,INV-08-0324,2024-04,1611222
RCT-08-0325,INV-08-0325,2024-04,1611222
RCT-08-0326,INV-08-0326,2024-04,1611222
RCT-08-0327,INV-08-0327,2024-04,1611222
RCT-08-0328,INV-08-0328,2024-04,1611222
RCT-08-0329,INV-08-0329,2024-04,1611222
RCT-08-0330,INV-08-0330,2024-04,1611222
RCT-08-0331,INV-08-0331,2024-04,1611222
RCT-08-0332,INV-08-0332,2024-04,1611222
RCT-08-0333,INV-08-0333,2024-04,1611222
RCT-08-0334,INV-08-0334,2024-04,1611222
RCT-08-0335,INV-08-0335,2024-04,1611222
RCT-08-0336,INV-08-0336,2024-04,1611222
RCT-08-0337,INV-08-0337,2024-04,1611222
RCT-08-0338,INV-08-0338,2024-04,1611222
RCT-08-0339,INV-08-0339,2024-04,1611222
RCT-08-0340,INV-08-0340,2024-04,1611222
RCT-08-0341,INV-08-0341,2024-04,1611222
RCT-08-0342,INV-08-0342,2024-04,1611222
RCT-08-0343,INV-08-0343,2024-04,1611222
RCT-08-0344,INV-08-0344,2024-04,1611222
RCT-08-0345,INV-08-0345,2024-04,1611222
RCT-08-0346,INV-08-0346,2024-04,1611222
RCT-08-0347,INV-08-0347,2024-04,1611222
RCT-08-0348,INV-08-0348,2024-04,1611222
RCT-08-0349,INV-08-0349,2024-04,1611222
RCT-08-0350,INV-08-0350,2024-04,1611222
RCT-08-0351,INV-08-0351,2024-04,1611222
RCT-08-0352,INV-08-0352,2024-04,1611222
RCT-08-0353,INV-08-0353,2024-04,1611222
RCT-08-0354,INV-08-0354,2024-04,1611222
RCT-08-0355,INV-08-0355,2024-04,1611222
RCT-08-0356,INV-08-0356,2024-04,1611222
RCT-08-0357,INV-08-0357,2024-04,1611222
RCT-08-0358,INV-08-0358,2024-04,1611222
RCT-08-0359,INV-08-0359,2024-04,1611222
RCT-08-0360,INV-08-0360,2024-04,1611222
RCT-08-0361,INV-08-0361,2024-04,1611222
RCT-08-0362,INV-08-0362,2024-04,1611222
RCT-08-0363,INV-08-0363,2024-04,1611222
RCT-08-0364,INV-08-0364,2024-04,1611222
RCT-08-0365,INV-08-0365,2024-04,1611222
RCT-08-0366,INV-08-0366,2024-04,1611222
RCT-08-0367,INV-08-0367,2024-04,1611222
RCT-08-0368,INV-08-0368,2024-04,1611222
RCT-08-0369,INV-08-0369,2024-04,1611222
RCT-08-0370,INV-08-0370,2024-04,1611222
RCT-08-0371,INV-08-0371,2024-04,1611222
RCT-08-0372,INV-08-0372,2024-04,1611222
RCT-08-0373,INV-08-0373,2024-04,1611222
RCT-08-0374,INV-08-0374,2024-04,1611222
RCT-08-0375,INV-08-0375,2024-04,1611222
RCT-08-0376,INV-08-0376,2024-04,1611222
RCT-08-0377,INV-08-0377,2024-04,1611222
RCT-08-0378,INV-08-0378,2024-04,1611222
RCT-08-0379,INV-08-0379,2024-04,1611222
RCT-08-0380,INV-08-0380,2024-04,1611222
RCT-08-0381,INV-08-0381,2024-04,1611222
RCT-08-0382,INV-08-0382,2024-04,1611222
RCT-08-0383,INV-08-0383,2024-04,1611222
RCT-08-0384,INV-08-0384,2024-04,1611222
RCT-08-0385,INV-08-0385,2024-04,1611222
RCT-08-0386,INV-08-0386,2024-04,1611222
RCT-08-0387,INV-08-0387,2024-04,1611222
RCT-08-0388,INV-08-0388,2024-04,1611222
RCT-08-0389,INV-08-0389,2024-04,1611222
RCT-08-0390,INV-08-0390,2024-04,1611222
RCT-08-0391,INV-08-0391,2024-04,1611222
RCT-08-0392,INV-08-0392,2024-04,1611222
RCT-08-0393,INV-08-0393,2024-04,1611222
RCT-08-0394,INV-08-0394,2024-04,1611222
RCT-08-0395,INV-08-0395,2024-04,1611222
RCT-08-0396,INV-08-0396,2024-04,1611222
RCT-08-0397,INV-08-0397,2024-04,1611222
RCT-08-0398,INV-08-0398,2024-04,1611222
RCT-08-0399,INV-08-0399,2024-04,1611222
RCT-08-0400,INV-08-0400,2024-04,1611222
RCT-08-0401,INV-08-0401,2024-04,1611222
RCT-08-0402,INV-08-0402,2024-04,1611222
RCT-08-0403,INV-08-0403,2024-04,1611222
RCT-08-0404,INV-08-0404,2024-04,1611222
RCT-08-0405,INV-08-0405,2024-04,1611222
RCT-08-0406,INV-08-0406,2024-04,1611222
RCT-08-0407,INV-08-0407,2024-04,1611222
RCT-08-0408,INV-08-0408,2024-04,1611222
RCT-08-0409,INV-08-0409,2024-04,1611222
RCT-08-0410,INV-08-0410,2024-04,1611222
RCT-08-0411,INV-08-0411,2024-04,1611222
RCT-08-0412,INV-08-0412,2024-04,1611222
RCT-08-0413,INV-08-0413,2024-04,1611222
RCT-08-0414,INV-08-0414,2024-04,1611222
RCT-08-0415,INV-08-0415,2024-04,1611222
RCT-08-0416,INV-08-0416,2024-04,1611222
RCT-08-0417,INV-08-0417,2024-04,1611222
RCT-08-0418,INV-08-0418,2024-04,1611222
RCT-08-0419,INV-08-0419,2024-04,1611222
RCT-08-0420,INV-08-0420,2024-04,1611222
RCT-08-0421,INV-08-0421,2024-04,1611222
RCT-08-0422,INV-08-0422,2024-04,1611222
RCT-08-0423,INV-08-0423,2024-04,1611222
RCT-08-0424,INV-08-0424,2024-04,1611222
RCT-08-0425,INV-08-0425,2024-04,1611222
RCT-08-0426,INV-08-0426,2024-04,1611222
RCT-08-0427,INV-08-0427,2024-04,1611222
RCT-08-0428,INV-08-0428,2024-04,1611222
RCT-08-0429,INV-08-0429,2024-04,1611222
RCT-08-0430,INV-08-0430,2024-04,1611222
RCT-08-0431,INV-08-0431,2024-04,1611222
RCT-08-0432,INV-08-0432,2024-04,1611222
RCT-08-0433,INV-08-0433,2024-04,1611222
RCT-08-0434,INV-08-0434,2024-04,1611222
RCT-08-0435,INV-08-0435,2024-04,1611222
RCT-08-0436,INV-08-0436,2024-04,1611222
RCT-08-0437,INV-08-0437,2024-04,1611222
RCT-08-0438,INV-08-0438,2024-04,1611222
RCT-08-0439,INV-08-0439,2024-04,1611222
RCT-08-0440,INV-08-0440,2024-04,1611222
RCT-08-0441,INV-08-0441,2024-04,1611222
RCT-08-0442,INV-08-0442,2024-04,1611222
RCT-08-0443,INV-08-0443,2024-04,1611222
RCT-08-0444,INV-08-0444,2024-04,1611222
RCT-08-0445,INV-08-0445,2024-04,1611222
RCT-08-0446,INV-08-0446,2024-04,1611222
RCT-08-0447,INV-08-0447,2024-04,1611222
RCT-08-0448,INV-08-0448,2024-04,1611222
RCT-08-0449,INV-08-0449,2024-04,1611222
RCT-08-0450,INV-08-0450,2024-04,1611222
RCT-08-0451,INV-08-0451,2024-04,1611222
RCT-08-0452,INV-08-0452,2024-04,1611222
RCT-08-0453,INV-08-0453,2024-04,1611222
RCT-08-0454,INV-08-0454,2024-04,1611222
RCT-08-0455,INV-08-0455,2024-04,1611222
RCT-08-0456,INV-08-0456,2024-04,1611222
RCT-08-0457,INV-08-0457,2024-04,1611222
RCT-08-0458,INV-08-0458,2024-04,1611222
RCT-08-0459,INV-08-0459,2024-04,1611222
RCT-08-0460,INV-08-0460,2024-04,1611222
RCT-08-0461,INV-08-0461,2024-04,1611222
RCT-08-0462,INV-08-0462,2024-04,1611222
RCT-08-0463,INV-08-0463,2024-04,1611222
RCT-08-0464,INV-08-0464,2024-04,1611222
RCT-08-0465,INV-08-0465,2024-04,1611222
RCT-08-0466,INV-08-0466,2024-04,1611222
RCT-08-0467,INV-08-0467,2024-04,1611222
RCT-08-0468,INV-08-0468,2024-04,1611222
RCT-08-0469,INV-08-0469,2024-04,1611222
