customer_id,entity_id,name,product,mrr_cents,contract_id,change_control_consent
CUS-0312,ENT-03,Synthetic Customer 0312,dataset_pipeline,2404809,CTR-0312,False
CUS-0313,ENT-04,Synthetic Customer 0313,inference,2404809,CTR-0313,False
CUS-0314,ENT-05,Synthetic Customer 0314,reserved_gpu,2404809,CTR-0314,False
CUS-0315,ENT-06,Synthetic Customer 0315,dataset_pipeline,2404809,CTR-0315,False
CUS-0316,ENT-02,Synthetic Customer 0316,inference,2404809,CTR-0316,False
CUS-0317,ENT-03,Synthetic Customer 0317,reserved_gpu,2404809,CTR-0317,False
CUS-0318,ENT-04,Synthetic Customer 0318,dataset_pipeline,2404809,CTR-0318,False
CUS-0319,ENT-05,Synthetic Customer 0319,inference,2404809,CTR-0319,False
CUS-0320,ENT-06,Synthetic Customer 0320,reserved_gpu,2404809,CTR-0320,False
CUS-0321,ENT-02,Synthetic Customer 0321,dataset_pipeline,2404809,CTR-0321,False
CUS-0322,ENT-03,Synthetic Customer 0322,inference,2404809,CTR-0322,False
CUS-0323,ENT-04,Synthetic Customer 0323,reserved_gpu,2404809,CTR-0323,False
CUS-0324,ENT-05,Synthetic Customer 0324,dataset_pipeline,2404809,CTR-0324,False
CUS-0325,ENT-06,Synthetic Customer 0325,inference,2404809,CTR-0325,False
CUS-0326,ENT-02,Synthetic Customer 0326,reserved_gpu,2404809,CTR-0326,False
CUS-0327,ENT-03,Synthetic Customer 0327,dataset_pipeline,2404809,CTR-0327,False
CUS-0328,ENT-04,Synthetic Customer 0328,inference,2404809,CTR-0328,False
CUS-0329,ENT-05,Synthetic Customer 0329,reserved_gpu,2404809,CTR-0329,False
CUS-0330,ENT-06,Synthetic Customer 0330,dataset_pipeline,2404809,CTR-0330,False
CUS-0331,ENT-02,Synthetic Customer 0331,inference,2404809,CTR-0331,False
CUS-0332,ENT-03,Synthetic Customer 0332,reserved_gpu,2404809,CTR-0332,False
CUS-0333,ENT-04,Synthetic Customer 0333,dataset_pipeline,2404809,CTR-0333,False
CUS-0334,ENT-05,Synthetic Customer 0334,inference,2404809,CTR-0334,False
CUS-0335,ENT-06,Synthetic Customer 0335,reserved_gpu,2404809,CTR-0335,False
CUS-0336,ENT-02,Synthetic Customer 0336,dataset_pipeline,2404809,CTR-0336,False
CUS-0337,ENT-03,Synthetic Customer 0337,inference,2404809,CTR-0337,False
CUS-0338,ENT-04,Synthetic Customer 0338,reserved_gpu,2404809,CTR-0338,False
CUS-0339,ENT-05,Synthetic Customer 0339,dataset_pipeline,2404809,CTR-0339,False
CUS-0340,ENT-06,Synthetic Customer 0340,inference,2404809,CTR-0340,False
CUS-0341,ENT-02,Synthetic Customer 0341,reserved_gpu,2404809,CTR-0341,False
CUS-0342,ENT-03,Synthetic Customer 0342,dataset_pipeline,2404809,CTR-0342,False
CUS-0343,ENT-04,Synthetic Customer 0343,inference,2404809,CTR-0343,False
CUS-0344,ENT-05,Synthetic Customer 0344,reserved_gpu,2404809,CTR-0344,False
CUS-0345,ENT-06,Synthetic Customer 0345,dataset_pipeline,2404809,CTR-0345,False
CUS-0346,ENT-02,Synthetic Customer 0346,inference,2404809,CTR-0346,False
CUS-0347,ENT-03,Synthetic Customer 0347,reserved_gpu,2404809,CTR-0347,False
CUS-0348,ENT-04,Synthetic Customer 0348,dataset_pipeline,2404809,CTR-0348,False
CUS-0349,ENT-05,Synthetic Customer 0349,inference,2404809,CTR-0349,False
CUS-0350,ENT-06,Synthetic Customer 0350,reserved_gpu,2404809,CTR-0350,False
CUS-0351,ENT-02,Synthetic Customer 0351,dataset_pipeline,2404809,CTR-0351,False
CUS-0352,ENT-03,Synthetic Customer 0352,inference,2404809,CTR-0352,False
CUS-0353,ENT-04,Synthetic Customer 0353,reserved_gpu,2404809,CTR-0353,False
CUS-0354,ENT-05,Synthetic Customer 0354,dataset_pipeline,2404809,CTR-0354,False
CUS-0355,ENT-06,Synthetic Customer 0355,inference,2404809,CTR-0355,False
CUS-0356,ENT-02,Synthetic Customer 0356,reserved_gpu,2404809,CTR-0356,False
CUS-0357,ENT-03,Synthetic Customer 0357,dataset_pipeline,2404809,CTR-0357,False
CUS-0358,ENT-04,Synthetic Customer 0358,inference,2404809,CTR-0358,False
CUS-0359,ENT-05,Synthetic Customer 0359,reserved_gpu,2404809,CTR-0359,False
CUS-0360,ENT-06,Synthetic Customer 0360,dataset_pipeline,2404809,CTR-0360,False
CUS-0361,ENT-02,Synthetic Customer 0361,inference,2404809,CTR-0361,False
CUS-0362,ENT-03,Synthetic Customer 0362,reserved_gpu,2404809,CTR-0362,False
CUS-0363,ENT-04,Synthetic Customer 0363,dataset_pipeline,2404809,CTR-0363,False
CUS-0364,ENT-05,Synthetic Customer 0364,inference,2404809,CTR-0364,False
CUS-0365,ENT-06,Synthetic Customer 0365,reserved_gpu,2404809,CTR-0365,False
CUS-0366,ENT-02,Synthetic Customer 0366,dataset_pipeline,2404809,CTR-0366,False
CUS-0367,ENT-03,Synthetic Customer 0367,inference,2404809,CTR-0367,False
CUS-0368,ENT-04,Synthetic Customer 0368,reserved_gpu,2404809,CTR-0368,False
CUS-0369,ENT-05,Synthetic Customer 0369,dataset_pipeline,2404809,CTR-0369,False
CUS-0370,ENT-06,Synthetic Customer 0370,inference,2404809,CTR-0370,False
CUS-0371,ENT-02,Synthetic Customer 0371,reserved_gpu,2404809,CTR-0371,False
CUS-0372,ENT-03,Synthetic Customer 0372,dataset_pipeline,2404809,CTR-0372,False
CUS-0373,ENT-04,Synthetic Customer 0373,inference,2404809,CTR-0373,False
CUS-0374,ENT-05,Synthetic Customer 0374,reserved_gpu,2404809,CTR-0374,False
CUS-0375,ENT-06,Synthetic Customer 0375,dataset_pipeline,2404809,CTR-0375,False
CUS-0376,ENT-02,Synthetic Customer 0376,inference,2404809,CTR-0376,False
CUS-0377,ENT-03,Synthetic Customer 0377,reserved_gpu,2404809,CTR-0377,False
CUS-0378,ENT-04,Synthetic Customer 0378,dataset_pipeline,2404809,CTR-0378,False
CUS-0379,ENT-05,Synthetic Customer 0379,inference,2404809,CTR-0379,False
CUS-0380,ENT-06,Synthetic Customer 0380,reserved_gpu,2404809,CTR-0380,False
CUS-0381,ENT-02,Synthetic Customer 0381,dataset_pipeline,2404809,CTR-0381,False
CUS-0382,ENT-03,Synthetic Customer 0382,inference,2404809,CTR-0382,False
CUS-0383,ENT-04,Synthetic Customer 0383,reserved_gpu,2404809,CTR-0383,False
CUS-0384,ENT-05,Synthetic Customer 0384,dataset_pipeline,2404809,CTR-0384,False
CUS-0385,ENT-06,Synthetic Customer 0385,inference,2404809,CTR-0385,False
CUS-0386,ENT-02,Synthetic Customer 0386,reserved_gpu,2404809,CTR-0386,False
CUS-0387,ENT-03,Synthetic Customer 0387,dataset_pipeline,2404809,CTR-0387,False
CUS-0388,ENT-04,Synthetic Customer 0388,inference,2404809,CTR-0388,False
CUS-0389,ENT-05,Synthetic Customer 0389,reserved_gpu,2404809,CTR-0389,False
CUS-0390,ENT-06,Synthetic Customer 0390,dataset_pipeline,2404809,CTR-0390,False
CUS-0391,ENT-02,Synthetic Customer 0391,inference,2404809,CTR-0391,False
CUS-0392,ENT-03,Synthetic Customer 0392,reserved_gpu,2404809,CTR-0392,False
CUS-0393,ENT-04,Synthetic Customer 0393,dataset_pipeline,2404809,CTR-0393,False
CUS-0394,ENT-05,Synthetic Customer 0394,inference,2404809,CTR-0394,False
CUS-0395,ENT-06,Synthetic Customer 0395,reserved_gpu,2404809,CTR-0395,False
CUS-0396,ENT-02,Synthetic Customer 0396,dataset_pipeline,2404809,CTR-0396,False
CUS-0397,ENT-03,Synthetic Customer 0397,inference,2404809,CTR-0397,False
CUS-0398,ENT-04,Synthetic Customer 0398,reserved_gpu,2404809,CTR-0398,False
CUS-0399,ENT-05,Synthetic Customer 0399,dataset_pipeline,2404809,CTR-0399,False
CUS-0400,ENT-06,Synthetic Customer 0400,inference,2404809,CTR-0400,False
CUS-0401,ENT-02,Synthetic Customer 0401,reserved_gpu,2404809,CTR-0401,False
CUS-0402,ENT-03,Synthetic Customer 0402,dataset_pipeline,2404809,CTR-0402,False
CUS-0403,ENT-04,Synthetic Customer 0403,inference,2404809,CTR-0403,False
CUS-0404,ENT-05,Synthetic Customer 0404,reserved_gpu,2404809,CTR-0404,False
CUS-0405,ENT-06,Synthetic Customer 0405,dataset_pipeline,2404809,CTR-0405,False
CUS-0406,ENT-02,Synthetic Customer 0406,inference,2404809,CTR-0406,False
CUS-0407,ENT-03,Synthetic Customer 0407,reserved_gpu,2404809,CTR-0407,False
CUS-0408,ENT-04,Synthetic Customer 0408,dataset_pipeline,2404809,CTR-0408,False
CUS-0409,ENT-05,Synthetic Customer 0409,inference,2404809,CTR-0409,False
CUS-0410,ENT-06,Synthetic Customer 0410,reserved_gpu,2404809,CTR-0410,False
CUS-0411,ENT-02,Synthetic Customer 0411,dataset_pipeline,2404809,CTR-0411,False
CUS-0412,ENT-03,Synthetic Customer 0412,inference,2404809,CTR-0412,False
CUS-0413,ENT-04,Synthetic Customer 0413,reserved_gpu,2404809,CTR-0413,False
CUS-0414,ENT-05,Synthetic Customer 0414,dataset_pipeline,2404809,CTR-0414,False
CUS-0415,ENT-06,Synthetic Customer 0415,inference,2404809,CTR-0415,False
CUS-0416,ENT-02,Synthetic Customer 0416,reserved_gpu,2404809,CTR-0416,False
CUS-0417,ENT-03,Synthetic Customer 0417,dataset_pipeline,2404809,CTR-0417,False
CUS-0418,ENT-04,Synthetic Customer 0418,inference,2404809,CTR-0418,False
CUS-0419,ENT-05,Synthetic Customer 0419,reserved_gpu,2404809,CTR-0419,False
CUS-0420,ENT-06,Synthetic Customer 0420,dataset_pipeline,2404809,CTR-0420,False
CUS-0421,ENT-02,Synthetic Customer 0421,inference,2404809,CTR-0421,False
CUS-0422,ENT-03,Synthetic Customer 0422,reserved_gpu,2404809,CTR-0422,False
CUS-0423,ENT-04,Synthetic Customer 0423,dataset_pipeline,2404809,CTR-0423,False
CUS-0424,ENT-05,Synthetic Customer 0424,inference,2404809,CTR-0424,False
CUS-0425,ENT-06,Synthetic Customer 0425,reserved_gpu,2404809,CTR-0425,False
CUS-0426,ENT-02,Synthetic Customer 0426,dataset_pipeline,2404809,CTR-0426,False
CUS-0427,ENT-03,Synthetic Customer 0427,inference,2404809,CTR-0427,False
CUS-0428,ENT-04,Synthetic Customer 0428,reserved_gpu,2404809,CTR-0428,False
CUS-0429,ENT-05,Synthetic Customer 0429,dataset_pipeline,2404809,CTR-0429,False
CUS-0430,ENT-06,Synthetic Customer 0430,inference,2404809,CTR-0430,False
CUS-0431,ENT-02,Synthetic Customer 0431,reserved_gpu,2404809,CTR-0431,False
CUS-0432,ENT-03,Synthetic Customer 0432,dataset_pipeline,2404809,CTR-0432,False
CUS-0433,ENT-04,Synthetic Customer 0433,inference,2404809,CTR-0433,False
CUS-0434,ENT-05,Synthetic Customer 0434,reserved_gpu,2404809,CTR-0434,False
CUS-0435,ENT-06,Synthetic Customer 0435,dataset_pipeline,2404809,CTR-0435,False
CUS-0436,ENT-02,Synthetic Customer 0436,inference,2404809,CTR-0436,False
CUS-0437,ENT-03,Synthetic Customer 0437,reserved_gpu,2404809,CTR-0437,False
CUS-0438,ENT-04,Synthetic Customer 0438,dataset_pipeline,2404809,CTR-0438,False
CUS-0439,ENT-05,Synthetic Customer 0439,inference,2404809,CTR-0439,False
CUS-0440,ENT-06,Synthetic Customer 0440,reserved_gpu,2404809,CTR-0440,False
CUS-0441,ENT-02,Synthetic Customer 0441,dataset_pipeline,2404809,CTR-0441,False
CUS-0442,ENT-03,Synthetic Customer 0442,inference,2404809,CTR-0442,False
CUS-0443,ENT-04,Synthetic Customer 0443,reserved_gpu,2404809,CTR-0443,False
CUS-0444,ENT-05,Synthetic Customer 0444,dataset_pipeline,2404809,CTR-0444,False
CUS-0445,ENT-06,Synthetic Customer 0445,inference,2404809,CTR-0445,False
CUS-0446,ENT-02,Synthetic Customer 0446,reserved_gpu,2404809,CTR-0446,False
CUS-0447,ENT-03,Synthetic Customer 0447,dataset_pipeline,2404809,CTR-0447,False
CUS-0448,ENT-04,Synthetic Customer 0448,inference,2404809,CTR-0448,False
CUS-0449,ENT-05,Synthetic Customer 0449,reserved_gpu,2404809,CTR-0449,False
CUS-0450,ENT-06,Synthetic Customer 0450,dataset_pipeline,2404809,CTR-0450,False
CUS-0451,ENT-02,Synthetic Customer 0451,inference,2404809,CTR-0451,False
CUS-0452,ENT-03,Synthetic Customer 0452,reserved_gpu,2404809,CTR-0452,False
CUS-0453,ENT-04,Synthetic Customer 0453,dataset_pipeline,2404809,CTR-0453,False
CUS-0454,ENT-05,Synthetic Customer 0454,inference,2404809,CTR-0454,False
CUS-0455,ENT-06,Synthetic Customer 0455,reserved_gpu,2404809,CTR-0455,False
CUS-0456,ENT-02,Synthetic Customer 0456,dataset_pipeline,2404809,CTR-0456,False
CUS-0457,ENT-03,Synthetic Customer 0457,inference,2404809,CTR-0457,False
CUS-0458,ENT-04,Synthetic Customer 0458,reserved_gpu,2404809,CTR-0458,False
CUS-0459,ENT-05,Synthetic Customer 0459,dataset_pipeline,2404809,CTR-0459,False
CUS-0460,ENT-06,Synthetic Customer 0460,inference,2404809,CTR-0460,False
CUS-0461,ENT-02,Synthetic Customer 0461,reserved_gpu,2404809,CTR-0461,False
CUS-0462,ENT-03,Synthetic Customer 0462,dataset_pipeline,2404809,CTR-0462,False
CUS-0463,ENT-04,Synthetic Customer 0463,inference,2404809,CTR-0463,False
CUS-0464,ENT-05,Synthetic Customer 0464,reserved_gpu,2404809,CTR-0464,False
CUS-0465,ENT-06,Synthetic Customer 0465,dataset_pipeline,2404809,CTR-0465,False
CUS-0466,ENT-02,Synthetic Customer 0466,inference,2404809,CTR-0466,False
CUS-0467,ENT-03,Synthetic Customer 0467,reserved_gpu,2404809,CTR-0467,False
CUS-0468,ENT-04,Synthetic Customer 0468,dataset_pipeline,2404809,CTR-0468,False
CUS-0469,ENT-05,Synthetic Customer 0469,inference,2404809,CTR-0469,False
CUS-0470,ENT-06,Synthetic Customer 0470,reserved_gpu,2404809,CTR-0470,False
CUS-0471,ENT-02,Synthetic Customer 0471,dataset_pipeline,2404809,CTR-0471,False
CUS-0472,ENT-03,Synthetic Customer 0472,inference,2404809,CTR-0472,False
CUS-0473,ENT-04,Synthetic Customer 0473,reserved_gpu,2404809,CTR-0473,False
CUS-0474,ENT-05,Synthetic Customer 0474,dataset_pipeline,2404809,CTR-0474,False
CUS-0475,ENT-06,Synthetic Customer 0475,inference,2404809,CTR-0475,False
CUS-0476,ENT-02,Synthetic Customer 0476,reserved_gpu,2404809,CTR-0476,False
CUS-0477,ENT-03,Synthetic Customer 0477,dataset_pipeline,2404809,CTR-0477,False
CUS-0478,ENT-04,Synthetic Customer 0478,inference,2404809,CTR-0478,False
CUS-0479,ENT-05,Synthetic Customer 0479,reserved_gpu,2404809,CTR-0479,False
CUS-0480,ENT-06,Synthetic Customer 0480,dataset_pipeline,2404809,CTR-0480,False
CUS-0481,ENT-02,Synthetic Customer 0481,inference,2404809,CTR-0481,False
CUS-0482,ENT-03,Synthetic Customer 0482,reserved_gpu,2404809,CTR-0482,False
CUS-0483,ENT-04,Synthetic Customer 0483,dataset_pipeline,2404809,CTR-0483,False
CUS-0484,ENT-05,Synthetic Customer 0484,inference,2404809,CTR-0484,False
CUS-0485,ENT-06,Synthetic Customer 0485,reserved_gpu,2404809,CTR-0485,False
CUS-0486,ENT-02,Synthetic Customer 0486,dataset_pipeline,2404809,CTR-0486,False
CUS-0487,ENT-03,Synthetic Customer 0487,inference,2404809,CTR-0487,False
CUS-0488,ENT-04,Synthetic Customer 0488,reserved_gpu,2404809,CTR-0488,False
CUS-0489,ENT-05,Synthetic Customer 0489,dataset_pipeline,2404809,CTR-0489,False
CUS-0490,ENT-06,Synthetic Customer 0490,inference,2404809,CTR-0490,False
CUS-0491,ENT-02,Synthetic Customer 0491,reserved_gpu,2404809,CTR-0491,False
CUS-0492,ENT-03,Synthetic Customer 0492,dataset_pipeline,2404809,CTR-0492,False
CUS-0493,ENT-04,Synthetic Customer 0493,inference,2404809,CTR-0493,False
CUS-0494,ENT-05,Synthetic Customer 0494,reserved_gpu,2404809,CTR-0494,False
CUS-0495,ENT-06,Synthetic Customer 0495,dataset_pipeline,2404809,CTR-0495,False
CUS-0496,ENT-02,Synthetic Customer 0496,inference,2404809,CTR-0496,False
CUS-0497,ENT-03,Synthetic Customer 0497,reserved_gpu,2404809,CTR-0497,False
CUS-0498,ENT-04,Synthetic Customer 0498,dataset_pipeline,2404809,CTR-0498,False
CUS-0499,ENT-05,Synthetic Customer 0499,inference,2404809,CTR-0499,False
CUS-0500,ENT-06,Synthetic Customer 0500,reserved_gpu,2404809,CTR-0500,False
