period,customer_id,gpu_cents,power_cents,support_cents,retry_cents,total_cents
2024-06,CUS-0264,696913,99559,149338,49780,995590
2024-06,CUS-0265,696913,99559,149338,49780,995590
2024-06,CUS-0266,696913,99559,149338,49780,995590
2024-06,CUS-0267,696913,99559,149338,49780,995590
2024-06,CUS-0268,696913,99559,149338,49780,995590
2024-06,CUS-0269,696913,99559,149338,49780,995590
2024-06,CUS-0270,696913,99559,149338,49780,995590
2024-06,CUS-0271,696913,99559,149338,49780,995590
2024-06,CUS-0272,696913,99559,149338,49780,995590
2024-06,CUS-0273,696913,99559,149338,49780,995590
2024-06,CUS-0274,696913,99559,149338,49780,995590
2024-06,CUS-0275,696913,99559,149338,49780,995590
2024-06,CUS-0276,696913,99559,149338,49780,995590
2024-06,CUS-0277,696913,99559,149338,49780,995590
2024-06,CUS-0278,696913,99559,149338,49780,995590
2024-06,CUS-0279,696913,99559,149338,49780,995590
2024-06,CUS-0280,696913,99559,149338,49780,995590
2024-06,CUS-0281,696913,99559,149338,49780,995590
2024-06,CUS-0282,696913,99559,149338,49780,995590
2024-06,CUS-0283,696913,99559,149338,49780,995590
2024-06,CUS-0284,696913,99559,149338,49780,995590
2024-06,CUS-0285,696913,99559,149338,49780,995590
2024-06,CUS-0286,696913,99559,149338,49780,995590
2024-06,CUS-0287,696913,99559,149338,49780,995590
2024-06,CUS-0288,696913,99559,149338,49780,995590
2024-06,CUS-0289,696913,99559,149338,49780,995590
2024-06,CUS-0290,696913,99559,149338,49780,995590
2024-06,CUS-0291,696913,99559,149338,49780,995590
2024-06,CUS-0292,696913,99559,149338,49780,995590
2024-06,CUS-0293,696913,99559,149338,49780,995590
2024-06,CUS-0294,696913,99559,149338,49780,995590
2024-06,CUS-0295,696913,99559,149338,49780,995590
2024-06,CUS-0296,696913,99559,149338,49780,995590
2024-06,CUS-0297,696913,99559,149338,49780,995590
2024-06,CUS-0298,696913,99559,149338,49780,995590
2024-06,CUS-0299,696913,99559,149338,49780,995590
2024-06,CUS-0300,696913,99559,149338,49780,995590
2024-06,CUS-0301,696913,99559,149338,49780,995590
2024-06,CUS-0302,696913,99559,149338,49780,995590
2024-06,CUS-0303,696913,99559,149338,49780,995590
2024-06,CUS-0304,696913,99559,149338,49780,995590
2024-06,CUS-0305,696913,99559,149338,49780,995590
2024-06,CUS-0306,696913,99559,149338,49780,995590
2024-06,CUS-0307,696913,99559,149338,49780,995590
2024-06,CUS-0308,696913,99559,149338,49780,995590
2024-06,CUS-0309,696913,99559,149338,49780,995590
2024-06,CUS-0310,696913,99559,149338,49780,995590
2024-06,CUS-0311,696913,99559,149338,49780,995590
2024-06,CUS-0312,696913,99559,149338,49780,995590
2024-06,CUS-0313,696913,99559,149338,49780,995590
2024-06,CUS-0314,696913,99559,149338,49780,995590
2024-06,CUS-0315,696913,99559,149338,49780,995590
2024-06,CUS-0316,696913,99559,149338,49780,995590
2024-06,CUS-0317,696913,99559,149338,49780,995590
2024-06,CUS-0318,696913,99559,149338,49780,995590
2024-06,CUS-0319,696913,99559,149338,49780,995590
2024-06,CUS-0320,696913,99559,149338,49780,995590
2024-06,CUS-0321,696913,99559,149338,49780,995590
2024-06,CUS-0322,696913,99559,149338,49780,995590
2024-06,CUS-0323,696913,99559,149338,49780,995590
2024-06,CUS-0324,696913,99559,149338,49780,995590
2024-06,CUS-0325,696913,99559,149338,49780,995590
2024-06,CUS-0326,696913,99559,149338,49780,995590
2024-06,CUS-0327,696913,99559,149338,49780,995590
2024-06,CUS-0328,696913,99559,149338,49780,995590
2024-06,CUS-0329,696913,99559,149338,49780,995590
2024-06,CUS-0330,696913,99559,149338,49780,995590
2024-06,CUS-0331,696913,99559,149338,49780,995590
2024-06,CUS-0332,696913,99559,149338,49780,995590
2024-06,CUS-0333,696913,99559,149338,49780,995590
2024-06,CUS-0334,696913,99559,149338,49780,995590
2024-06,CUS-0335,696913,99559,149338,49780,995590
2024-06,CUS-0336,696913,99559,149338,49780,995590
2024-06,CUS-0337,696913,99559,149338,49780,995590
2024-06,CUS-0338,696913,99559,149338,49780,995590
2024-06,CUS-0339,696913,99559,149338,49780,995590
2024-06,CUS-0340,696913,99559,149338,49780,995590
2024-06,CUS-0341,696913,99559,149338,49780,995590
2024-06,CUS-0342,696913,99559,149338,49780,995590
2024-06,CUS-0343,696913,99559,149338,49780,995590
2024-06,CUS-0344,696913,99559,149338,49780,995590
2024-06,CUS-0345,696913,99559,149338,49780,995590
2024-06,CUS-0346,696913,99559,149338,49780,995590
2024-06,CUS-0347,696913,99559,149338,49780,995590
2024-06,CUS-0348,696913,99559,149338,49780,995590
2024-06,CUS-0349,696913,99559,149338,49780,995590
2024-06,CUS-0350,696913,99559,149338,49780,995590
2024-06,CUS-0351,696913,99559,149338,49780,995590
2024-06,CUS-0352,696913,99559,149338,49780,995590
2024-06,CUS-0353,696913,99559,149338,49780,995590
2024-06,CUS-0354,696913,99559,149338,49780,995590
2024-06,CUS-0355,696913,99559,149338,49780,995590
2024-06,CUS-0356,696913,99559,149338,49780,995590
2024-06,CUS-0357,696913,99559,149338,49780,995590
2024-06,CUS-0358,696913,99559,149338,49780,995590
2024-06,CUS-0359,696913,99559,149338,49780,995590
2024-06,CUS-0360,696913,99559,149338,49780,995590
2024-06,CUS-0361,696913,99559,149338,49780,995590
2024-06,CUS-0362,696913,99559,149338,49780,995590
2024-06,CUS-0363,696913,99559,149338,49780,995590
2024-06,CUS-0364,696913,99559,149338,49780,995590
2024-06,CUS-0365,696913,99559,149338,49780,995590
2024-06,CUS-0366,696913,99559,149338,49780,995590
2024-06,CUS-0367,696913,99559,149338,49780,995590
2024-06,CUS-0368,696913,99559,149338,49780,995590
2024-06,CUS-0369,696913,99559,149338,49780,995590
2024-06,CUS-0370,696913,99559,149338,49780,995590
2024-06,CUS-0371,696913,99559,149338,49780,995590
2024-06,CUS-0372,696913,99559,149338,49780,995590
2024-06,CUS-0373,696913,99559,149338,49780,995590
2024-06,CUS-0374,696913,99559,149338,49780,995590
2024-06,CUS-0375,696913,99559,149338,49780,995590
2024-06,CUS-0376,696913,99559,149338,49780,995590
2024-06,CUS-0377,696913,99559,149338,49780,995590
2024-06,CUS-0378,696913,99559,149338,49780,995590
2024-06,CUS-0379,696913,99559,149338,49780,995590
2024-06,CUS-0380,696913,99559,149338,49780,995590
2024-06,CUS-0381,696913,99559,149338,49780,995590
2024-06,CUS-0382,696913,99559,149338,49780,995590
2024-06,CUS-0383,696913,99559,149338,49780,995590
2024-06,CUS-0384,696913,99559,149338,49780,995590
2024-06,CUS-0385,696913,99559,149338,49780,995590
2024-06,CUS-0386,696913,99559,149338,49780,995590
2024-06,CUS-0387,696913,99559,149338,49780,995590
2024-06,CUS-0388,696913,99559,149338,49780,995590
2024-06,CUS-0389,696913,99559,149338,49780,995590
2024-06,CUS-0390,696913,99559,149338,49780,995590
2024-06,CUS-0391,696913,99559,149338,49780,995590
2024-06,CUS-0392,696913,99559,149338,49780,995590
2024-06,CUS-0393,696913,99559,149338,49780,995590
2024-06,CUS-0394,696913,99559,149338,49780,995590
2024-06,CUS-0395,696913,99559,149338,49780,995590
2024-06,CUS-0396,696913,99559,149338,49780,995590
2024-06,CUS-0397,696913,99559,149338,49780,995590
2024-06,CUS-0398,696913,99559,149338,49780,995590
2024-06,CUS-0399,696913,99559,149338,49780,995590
2024-06,CUS-0400,696913,99559,149338,49780,995590
2024-06,CUS-0401,696913,99559,149338,49780,995590
2024-06,CUS-0402,696913,99559,149338,49780,995590
2024-06,CUS-0403,696913,99559,149338,49780,995590
2024-06,CUS-0404,696913,99559,149338,49780,995590
2024-06,CUS-0405,696913,99559,149338,49780,995590
2024-06,CUS-0406,696913,99559,149338,49780,995590
2024-06,CUS-0407,696913,99559,149338,49780,995590
2024-06,CUS-0408,696913,99559,149338,49780,995590
2024-06,CUS-0409,696913,99559,149338,49780,995590
2024-06,CUS-0410,696913,99559,149338,49780,995590
2024-06,CUS-0411,696913,99559,149338,49780,995590
2024-06,CUS-0412,696913,99559,149338,49780,995590
2024-06,CUS-0413,696913,99559,149338,49780,995590
2024-06,CUS-0414,696913,99559,149338,49780,995590
2024-06,CUS-0415,696913,99559,149338,49780,995590
2024-06,CUS-0416,696913,99559,149338,49780,995590
2024-06,CUS-0417,696913,99559,149338,49780,995590
2024-06,CUS-0418,696913,99559,149338,49780,995590
2024-06,CUS-0419,696913,99559,149338,49780,995590
2024-06,CUS-0420,696913,99559,149338,49780,995590
2024-06,CUS-0421,696913,99559,149338,49780,995590
2024-06,CUS-0422,696913,99559,149338,49780,995590
2024-06,CUS-0423,696913,99559,149338,49780,995590
2024-06,CUS-0424,696913,99559,149338,49780,995590
2024-06,CUS-0425,696913,99559,149338,49780,995590
2024-06,CUS-0426,696913,99559,149338,49780,995590
2024-06,CUS-0427,696913,99559,149338,49780,995590
2024-06,CUS-0428,696913,99559,149338,49780,995590
2024-06,CUS-0429,696913,99559,149338,49780,995590
2024-06,CUS-0430,696913,99559,149338,49780,995590
2024-06,CUS-0431,696913,99559,149338,49780,995590
2024-06,CUS-0432,696913,99559,149338,49780,995590
2024-06,CUS-0433,696913,99559,149338,49780,995590
2024-06,CUS-0434,696913,99559,149338,49780,995590
2024-06,CUS-0435,696913,99559,149338,49780,995590
2024-06,CUS-0436,696913,99559,149338,49780,995590
2024-06,CUS-0437,696913,99559,149338,49780,995590
2024-06,CUS-0438,696913,99559,149338,49780,995590
2024-06,CUS-0439,696913,99559,149338,49780,995590
2024-06,CUS-0440,696913,99559,149338,49780,995590
2024-06,CUS-0441,696913,99559,149338,49780,995590
2024-06,CUS-0442,696913,99559,149338,49780,995590
2024-06,CUS-0443,696913,99559,149338,49780,995590
2024-06,CUS-0444,696913,99559,149338,49780,995590
2024-06,CUS-0445,696913,99559,149338,49780,995590
2024-06,CUS-0446,696913,99559,149338,49780,995590
2024-06,CUS-0447,696913,99559,149338,49780,995590
2024-06,CUS-0448,696913,99559,149338,49780,995590
2024-06,CUS-0449,696913,99559,149338,49780,995590
2024-06,CUS-0450,696913,99559,149338,49780,995590
2024-06,CUS-0451,696913,99559,149338,49780,995590
2024-06,CUS-0452,696913,99559,149338,49780,995590
2024-06,CUS-0453,696913,99559,149338,49780,995590
2024-06,CUS-0454,696913,99559,149338,49780,995590
2024-06,CUS-0455,696913,99559,149338,49780,995590
2024-06,CUS-0456,696913,99559,149338,49780,995590
2024-06,CUS-0457,696913,99559,149338,49780,995590
2024-06,CUS-0458,696913,99559,149338,49780,995590
2024-06,CUS-0459,696913,99559,149338,49780,995590
2024-06,CUS-0460,696913,99559,149338,49780,995590
2024-06,CUS-0461,696913,99559,149338,49780,995590
2024-06,CUS-0462,696913,99559,149338,49780,995590
2024-06,CUS-0463,696913,99559,149338,49780,995590
2024-06,CUS-0464,696913,99559,149338,49780,995590
2024-06,CUS-0465,696913,99559,149338,49780,995590
2024-06,CUS-0466,696913,99559,149338,49780,995590
2024-06,CUS-0467,696913,99559,149338,49780,995590
2024-06,CUS-0468,696913,99559,149338,49780,995590
2024-06,CUS-0469,696913,99559,149338,49780,995590
2024-06,CUS-0470,696913,99559,149338,49780,995590
2024-06,CUS-0471,696913,99559,149338,49780,995590
2024-06,CUS-0472,696913,99559,149338,49780,995590
2024-06,CUS-0473,696913,99559,149338,49780,995590
2024-06,CUS-0474,696913,99559,149338,49780,995590
2024-06,CUS-0475,696913,99559,149338,49780,995590
2024-06,CUS-0476,696913,99559,149338,49780,995590
2024-06,CUS-0477,696913,99559,149338,49780,995590
2024-06,CUS-0478,696913,99559,149338,49780,995590
2024-06,CUS-0479,696913,99559,149338,49780,995590
2024-06,CUS-0480,696913,99559,149338,49780,995590
2024-06,CUS-0481,696913,99559,149338,49780,995590
2024-06,CUS-0482,696913,99559,149338,49780,995590
2024-06,CUS-0483,696913,99559,149338,49780,995590
2024-06,CUS-0484,696913,99559,149338,49780,995590
2024-06,CUS-0485,696913,99559,149338,49780,995590
2024-06,CUS-0486,696913,99559,149338,49780,995590
2024-06,CUS-0487,696913,99559,149338,49780,995590
2024-06,CUS-0488,696913,99559,149338,49780,995590
2024-06,CUS-0489,696913,99559,149338,49780,995590
2024-06,CUS-0490,696913,99559,149338,49780,995590
2024-06,CUS-0491,696913,99559,149338,49780,995590
2024-06,CUS-0492,696913,99559,149338,49780,995590
2024-06,CUS-0493,696913,99559,149338,49780,995590
2024-06,CUS-0494,696913,99559,149338,49780,995590
2024-06,CUS-0495,696913,99559,149338,49780,995590
2024-06,CUS-0496,696913,99559,149338,49780,995590
2024-06,CUS-0497,696913,99559,149338,49780,995590
2024-06,CUS-0498,696913,99559,149338,49780,995590
2024-06,CUS-0499,696913,99559,149338,49780,995590
2024-06,CUS-0500,696913,99559,149338,49780,995590
2024-07,CUS-0001,161700000,23100000,34650000,11550000,231000000
2024-07,CUS-0002,707014,101002,151503,50501,1010020
2024-07,CUS-0003,707014,101002,151503,50501,1010020
2024-07,CUS-0004,707014,101002,151503,50501,1010020
2024-07,CUS-0005,707014,101002,151503,50501,1010020
2024-07,CUS-0006,707014,101002,151503,50501,1010020
2024-07,CUS-0007,707014,101002,151503,50501,1010020
2024-07,CUS-0008,707014,101002,151503,50501,1010020
2024-07,CUS-0009,707014,101002,151503,50501,1010020
2024-07,CUS-0010,707014,101002,151503,50501,1010020
2024-07,CUS-0011,707014,101002,151503,50501,1010020
2024-07,CUS-0012,707014,101002,151503,50501,1010020
2024-07,CUS-0013,707014,101002,151503,50501,1010020
2024-07,CUS-0014,707014,101002,151503,50501,1010020
2024-07,CUS-0015,707014,101002,151503,50501,1010020
2024-07,CUS-0016,707014,101002,151503,50501,1010020
2024-07,CUS-0017,707014,101002,151503,50501,1010020
2024-07,CUS-0018,707014,101002,151503,50501,1010020
2024-07,CUS-0019,707014,101002,151503,50501,1010020
2024-07,CUS-0020,707014,101002,151503,50501,1010020
2024-07,CUS-0021,707014,101002,151503,50501,1010020
2024-07,CUS-0022,707014,101002,151503,50501,1010020
2024-07,CUS-0023,707014,101002,151503,50501,1010020
2024-07,CUS-0024,707014,101002,151503,50501,1010020
2024-07,CUS-0025,707014,101002,151503,50501,1010020
2024-07,CUS-0026,707014,101002,151503,50501,1010020
2024-07,CUS-0027,707014,101002,151503,50501,1010020
2024-07,CUS-0028,707014,101002,151503,50501,1010020
2024-07,CUS-0029,707014,101002,151503,50501,1010020
2024-07,CUS-0030,707014,101002,151503,50501,1010020
2024-07,CUS-0031,707014,101002,151503,50501,1010020
2024-07,CUS-0032,707014,101002,151503,50501,1010020
2024-07,CUS-0033,707014,101002,151503,50501,1010020
2024-07,CUS-0034,707014,101002,151503,50501,1010020
2024-07,CUS-0035,707014,101002,151503,50501,1010020
2024-07,CUS-0036,707014,101002,151503,50501,1010020
2024-07,CUS-0037,707014,101002,151503,50501,1010020
2024-07,CUS-0038,707014,101002,151503,50501,1010020
2024-07,CUS-0039,707014,101002,151503,50501,1010020
2024-07,CUS-0040,707014,101002,151503,50501,1010020
2024-07,CUS-0041,707014,101002,151503,50501,1010020
2024-07,CUS-0042,707014,101002,151503,50501,1010020
2024-07,CUS-0043,707014,101002,151503,50501,1010020
2024-07,CUS-0044,707014,101002,151503,50501,1010020
2024-07,CUS-0045,707014,101002,151503,50501,1010020
2024-07,CUS-0046,707014,101002,151503,50501,1010020
2024-07,CUS-0047,707014,101002,151503,50501,1010020
2024-07,CUS-0048,707014,101002,151503,50501,1010020
2024-07,CUS-0049,707014,101002,151503,50501,1010020
2024-07,CUS-0050,707014,101002,151503,50501,1010020
2024-07,CUS-0051,707014,101002,151503,50501,1010020
2024-07,CUS-0052,707014,101002,151503,50501,1010020
2024-07,CUS-0053,707014,101002,151503,50501,1010020
2024-07,CUS-0054,707014,101002,151503,50501,1010020
2024-07,CUS-0055,707014,101002,151503,50501,1010020
2024-07,CUS-0056,707014,101002,151503,50501,1010020
2024-07,CUS-0057,707014,101002,151503,50501,1010020
2024-07,CUS-0058,707014,101002,151503,50501,1010020
2024-07,CUS-0059,707014,101002,151503,50501,1010020
2024-07,CUS-0060,707014,101002,151503,50501,1010020
2024-07,CUS-0061,707014,101002,151503,50501,1010020
2024-07,CUS-0062,707014,101002,151503,50501,1010020
2024-07,CUS-0063,707014,101002,151503,50501,1010020
2024-07,CUS-0064,707014,101002,151503,50501,1010020
2024-07,CUS-0065,707014,101002,151503,50501,1010020
2024-07,CUS-0066,707014,101002,151503,50501,1010020
2024-07,CUS-0067,707014,101002,151503,50501,1010020
2024-07,CUS-0068,707014,101002,151503,50501,1010020
2024-07,CUS-0069,707014,101002,151503,50501,1010020
2024-07,CUS-0070,707014,101002,151503,50501,1010020
2024-07,CUS-0071,707014,101002,151503,50501,1010020
2024-07,CUS-0072,707014,101002,151503,50501,1010020
2024-07,CUS-0073,707014,101002,151503,50501,1010020
2024-07,CUS-0074,707014,101002,151503,50501,1010020
2024-07,CUS-0075,707014,101002,151503,50501,1010020
2024-07,CUS-0076,707014,101002,151503,50501,1010020
2024-07,CUS-0077,707014,101002,151503,50501,1010020
2024-07,CUS-0078,707014,101002,151503,50501,1010020
2024-07,CUS-0079,707014,101002,151503,50501,1010020
2024-07,CUS-0080,707014,101002,151503,50501,1010020
2024-07,CUS-0081,707014,101002,151503,50501,1010020
2024-07,CUS-0082,707014,101002,151503,50501,1010020
2024-07,CUS-0083,707014,101002,151503,50501,1010020
2024-07,CUS-0084,707014,101002,151503,50501,1010020
2024-07,CUS-0085,707014,101002,151503,50501,1010020
2024-07,CUS-0086,707014,101002,151503,50501,1010020
2024-07,CUS-0087,707014,101002,151503,50501,1010020
2024-07,CUS-0088,707014,101002,151503,50501,1010020
2024-07,CUS-0089,707014,101002,151503,50501,1010020
2024-07,CUS-0090,707014,101002,151503,50501,1010020
2024-07,CUS-0091,707014,101002,151503,50501,1010020
2024-07,CUS-0092,707014,101002,151503,50501,1010020
2024-07,CUS-0093,707014,101002,151503,50501,1010020
2024-07,CUS-0094,707014,101002,151503,50501,1010020
2024-07,CUS-0095,707014,101002,151503,50501,1010020
2024-07,CUS-0096,707014,101002,151503,50501,1010020
2024-07,CUS-0097,707014,101002,151503,50501,1010020
2024-07,CUS-0098,707014,101002,151503,50501,1010020
2024-07,CUS-0099,707014,101002,151503,50501,1010020
2024-07,CUS-0100,707014,101002,151503,50501,1010020
2024-07,CUS-0101,707014,101002,151503,50501,1010020
2024-07,CUS-0102,707014,101002,151503,50501,1010020
2024-07,CUS-0103,707014,101002,151503,50501,1010020
2024-07,CUS-0104,707014,101002,151503,50501,1010020
2024-07,CUS-0105,707014,101002,151503,50501,1010020
2024-07,CUS-0106,707014,101002,151503,50501,1010020
2024-07,CUS-0107,707014,101002,151503,50501,1010020
2024-07,CUS-0108,707014,101002,151503,50501,1010020
2024-07,CUS-0109,707014,101002,151503,50501,1010020
2024-07,CUS-0110,707014,101002,151503,50501,1010020
2024-07,CUS-0111,707014,101002,151503,50501,1010020
2024-07,CUS-0112,707014,101002,151503,50501,1010020
2024-07,CUS-0113,707014,101002,151503,50501,1010020
2024-07,CUS-0114,707014,101002,151503,50501,1010020
2024-07,CUS-0115,707014,101002,151503,50501,1010020
2024-07,CUS-0116,707014,101002,151503,50501,1010020
2024-07,CUS-0117,707014,101002,151503,50501,1010020
2024-07,CUS-0118,707014,101002,151503,50501,1010020
2024-07,CUS-0119,707014,101002,151503,50501,1010020
2024-07,CUS-0120,707014,101002,151503,50501,1010020
2024-07,CUS-0121,707014,101002,151503,50501,1010020
2024-07,CUS-0122,707014,101002,151503,50501,1010020
2024-07,CUS-0123,707014,101002,151503,50501,1010020
2024-07,CUS-0124,707014,101002,151503,50501,1010020
2024-07,CUS-0125,707014,101002,151503,50501,1010020
2024-07,CUS-0126,707014,101002,151503,50501,1010020
2024-07,CUS-0127,707014,101002,151503,50501,1010020
2024-07,CUS-0128,707014,101002,151503,50501,1010020
2024-07,CUS-0129,707014,101002,151503,50501,1010020
2024-07,CUS-0130,707014,101002,151503,50501,1010020
2024-07,CUS-0131,707014,101002,151503,50501,1010020
2024-07,CUS-0132,707014,101002,151503,50501,1010020
2024-07,CUS-0133,707014,101002,151503,50501,1010020
2024-07,CUS-0134,707014,101002,151503,50501,1010020
2024-07,CUS-0135,707014,101002,151503,50501,1010020
2024-07,CUS-0136,707014,101002,151503,50501,1010020
2024-07,CUS-0137,707014,101002,151503,50501,1010020
2024-07,CUS-0138,707014,101002,151503,50501,1010020
2024-07,CUS-0139,707014,101002,151503,50501,1010020
2024-07,CUS-0140,707014,101002,151503,50501,1010020
2024-07,CUS-0141,707014,101002,151503,50501,1010020
2024-07,CUS-0142,707014,101002,151503,50501,1010020
2024-07,CUS-0143,707014,101002,151503,50501,1010020
2024-07,CUS-0144,707014,101002,151503,50501,1010020
2024-07,CUS-0145,707014,101002,151503,50501,1010020
2024-07,CUS-0146,707014,101002,151503,50501,1010020
2024-07,CUS-0147,707014,101002,151503,50501,1010020
2024-07,CUS-0148,707014,101002,151503,50501,1010020
2024-07,CUS-0149,707014,101002,151503,50501,1010020
2024-07,CUS-0150,707014,101002,151503,50501,1010020
2024-07,CUS-0151,707014,101002,151503,50501,1010020
2024-07,CUS-0152,707014,101002,151503,50501,1010020
2024-07,CUS-0153,707014,101002,151503,50501,1010020
2024-07,CUS-0154,707014,101002,151503,50501,1010020
2024-07,CUS-0155,707014,101002,151503,50501,1010020
2024-07,CUS-0156,707014,101002,151503,50501,1010020
2024-07,CUS-0157,707014,101002,151503,50501,1010020
2024-07,CUS-0158,707014,101002,151503,50501,1010020
2024-07,CUS-0159,707014,101002,151503,50501,1010020
2024-07,CUS-0160,707014,101002,151503,50501,1010020
2024-07,CUS-0161,707014,101002,151503,50501,1010020
2024-07,CUS-0162,707014,101002,151503,50501,1010020
2024-07,CUS-0163,707014,101002,151503,50501,1010020
2024-07,CUS-0164,707014,101002,151503,50501,1010020
2024-07,CUS-0165,707014,101002,151503,50501,1010020
2024-07,CUS-0166,707014,101002,151503,50501,1010020
2024-07,CUS-0167,707014,101002,151503,50501,1010020
2024-07,CUS-0168,707014,101002,151503,50501,1010020
2024-07,CUS-0169,707014,101002,151503,50501,1010020
2024-07,CUS-0170,707014,101002,151503,50501,1010020
2024-07,CUS-0171,707014,101002,151503,50501,1010020
2024-07,CUS-0172,707014,101002,151503,50501,1010020
2024-07,CUS-0173,707014,101002,151503,50501,1010020
2024-07,CUS-0174,707014,101002,151503,50501,1010020
2024-07,CUS-0175,707014,101002,151503,50501,1010020
2024-07,CUS-0176,707014,101002,151503,50501,1010020
2024-07,CUS-0177,707014,101002,151503,50501,1010020
2024-07,CUS-0178,707014,101002,151503,50501,1010020
2024-07,CUS-0179,707014,101002,151503,50501,1010020
2024-07,CUS-0180,707014,101002,151503,50501,1010020
2024-07,CUS-0181,707014,101002,151503,50501,1010020
2024-07,CUS-0182,707014,101002,151503,50501,1010020
2024-07,CUS-0183,707014,101002,151503,50501,1010020
2024-07,CUS-0184,707014,101002,151503,50501,1010020
2024-07,CUS-0185,707014,101002,151503,50501,1010020
2024-07,CUS-0186,707014,101002,151503,50501,1010020
2024-07,CUS-0187,707014,101002,151503,50501,1010020
2024-07,CUS-0188,707014,101002,151503,50501,1010020
2024-07,CUS-0189,707014,101002,151503,50501,1010020
2024-07,CUS-0190,707014,101002,151503,50501,1010020
2024-07,CUS-0191,707014,101002,151503,50501,1010020
2024-07,CUS-0192,707014,101002,151503,50501,1010020
2024-07,CUS-0193,707014,101002,151503,50501,1010020
2024-07,CUS-0194,707014,101002,151503,50501,1010020
2024-07,CUS-0195,707014,101002,151503,50501,1010020
2024-07,CUS-0196,707014,101002,151503,50501,1010020
2024-07,CUS-0197,707014,101002,151503,50501,1010020
2024-07,CUS-0198,707014,101002,151503,50501,1010020
2024-07,CUS-0199,707014,101002,151503,50501,1010020
2024-07,CUS-0200,707014,101002,151503,50501,1010020
2024-07,CUS-0201,707014,101002,151503,50501,1010020
2024-07,CUS-0202,707014,101002,151503,50501,1010020
2024-07,CUS-0203,707014,101002,151503,50501,1010020
2024-07,CUS-0204,707014,101002,151503,50501,1010020
2024-07,CUS-0205,707014,101002,151503,50501,1010020
2024-07,CUS-0206,707014,101002,151503,50501,1010020
2024-07,CUS-0207,707014,101002,151503,50501,1010020
2024-07,CUS-0208,707014,101002,151503,50501,1010020
2024-07,CUS-0209,707014,101002,151503,50501,1010020
2024-07,CUS-0210,707014,101002,151503,50501,1010020
2024-07,CUS-0211,707014,101002,151503,50501,1010020
2024-07,CUS-0212,707014,101002,151503,50501,1010020
2024-07,CUS-0213,707014,101002,151503,50501,1010020
2024-07,CUS-0214,707014,101002,151503,50501,1010020
2024-07,CUS-0215,707014,101002,151503,50501,1010020
2024-07,CUS-0216,707014,101002,151503,50501,1010020
2024-07,CUS-0217,707014,101002,151503,50501,1010020
2024-07,CUS-0218,707014,101002,151503,50501,1010020
2024-07,CUS-0219,707014,101002,151503,50501,1010020
2024-07,CUS-0220,707014,101002,151503,50501,1010020
2024-07,CUS-0221,707014,101002,151503,50501,1010020
2024-07,CUS-0222,707014,101002,151503,50501,1010020
2024-07,CUS-0223,707014,101002,151503,50501,1010020
2024-07,CUS-0224,707014,101002,151503,50501,1010020
2024-07,CUS-0225,707014,101002,151503,50501,1010020
2024-07,CUS-0226,707014,101002,151503,50501,1010020
2024-07,CUS-0227,707014,101002,151503,50501,1010020
2024-07,CUS-0228,707014,101002,151503,50501,1010020
2024-07,CUS-0229,707014,101002,151503,50501,1010020
2024-07,CUS-0230,707014,101002,151503,50501,1010020
2024-07,CUS-0231,707014,101002,151503,50501,1010020
2024-07,CUS-0232,707014,101002,151503,50501,1010020
2024-07,CUS-0233,707014,101002,151503,50501,1010020
2024-07,CUS-0234,707014,101002,151503,50501,1010020
2024-07,CUS-0235,707014,101002,151503,50501,1010020
2024-07,CUS-0236,707014,101002,151503,50501,1010020
2024-07,CUS-0237,707014,101002,151503,50501,1010020
2024-07,CUS-0238,707014,101002,151503,50501,1010020
2024-07,CUS-0239,707014,101002,151503,50501,1010020
2024-07,CUS-0240,707014,101002,151503,50501,1010020
2024-07,CUS-0241,707014,101002,151503,50501,1010020
2024-07,CUS-0242,707014,101002,151503,50501,1010020
2024-07,CUS-0243,707014,101002,151503,50501,1010020
2024-07,CUS-0244,707014,101002,151503,50501,1010020
2024-07,CUS-0245,707014,101002,151503,50501,1010020
2024-07,CUS-0246,707014,101002,151503,50501,1010020
2024-07,CUS-0247,707014,101002,151503,50501,1010020
2024-07,CUS-0248,707014,101002,151503,50501,1010020
2024-07,CUS-0249,707014,101002,151503,50501,1010020
2024-07,CUS-0250,707014,101002,151503,50501,1010020
2024-07,CUS-0251,707014,101002,151503,50501,1010020
2024-07,CUS-0252,707014,101002,151503,50501,1010020
2024-07,CUS-0253,707014,101002,151503,50501,1010020
2024-07,CUS-0254,707014,101002,151503,50501,1010020
2024-07,CUS-0255,707014,101002,151503,50501,1010020
2024-07,CUS-0256,707014,101002,151503,50501,1010020
2024-07,CUS-0257,707014,101002,151503,50501,1010020
2024-07,CUS-0258,707014,101002,151503,50501,1010020
2024-07,CUS-0259,707014,101002,151503,50501,1010020
2024-07,CUS-0260,707014,101002,151503,50501,1010020
2024-07,CUS-0261,707014,101002,151503,50501,1010020
2024-07,CUS-0262,707014,101002,151503,50501,1010020
2024-07,CUS-0263,707014,101002,151503,50501,1010020
2024-07,CUS-0264,707014,101002,151503,50501,1010020
2024-07,CUS-0265,707014,101002,151503,50501,1010020
2024-07,CUS-0266,707014,101002,151503,50501,1010020
2024-07,CUS-0267,707014,101002,151503,50501,1010020
2024-07,CUS-0268,707014,101002,151503,50501,1010020
2024-07,CUS-0269,707014,101002,151503,50501,1010020
2024-07,CUS-0270,707014,101002,151503,50501,1010020
