journal_id,period,reference,account,signed_cents
JRN-004396,2023-11,COST-INV-03-0462,cogs,894588
JRN-004396,2023-11,COST-INV-03-0462,cash,-894588
JRN-004397,2023-11,INV-03-0463,ar,1490981
JRN-004397,2023-11,INV-03-0463,revenue,-1490981
JRN-004398,2023-11,INV-03-0463,cash,1490981
JRN-004398,2023-11,INV-03-0463,ar,-1490981
JRN-004399,2023-11,COST-INV-03-0463,cogs,894588
JRN-004399,2023-11,COST-INV-03-0463,cash,-894588
JRN-004400,2023-11,INV-03-0464,ar,1490981
JRN-004400,2023-11,INV-03-0464,revenue,-1490981
JRN-004401,2023-11,INV-03-0464,cash,1490981
JRN-004401,2023-11,INV-03-0464,ar,-1490981
JRN-004402,2023-11,COST-INV-03-0464,cogs,894588
JRN-004402,2023-11,COST-INV-03-0464,cash,-894588
JRN-004403,2023-11,INV-03-0465,ar,1490981
JRN-004403,2023-11,INV-03-0465,revenue,-1490981
JRN-004404,2023-11,INV-03-0465,cash,1490981
JRN-004404,2023-11,INV-03-0465,ar,-1490981
JRN-004405,2023-11,COST-INV-03-0465,cogs,894588
JRN-004405,2023-11,COST-INV-03-0465,cash,-894588
JRN-004406,2023-11,INV-03-0466,ar,1490981
JRN-004406,2023-11,INV-03-0466,revenue,-1490981
JRN-004407,2023-11,INV-03-0466,cash,1490981
JRN-004407,2023-11,INV-03-0466,ar,-1490981
JRN-004408,2023-11,COST-INV-03-0466,cogs,894588
JRN-004408,2023-11,COST-INV-03-0466,cash,-894588
JRN-004409,2023-11,INV-03-0467,ar,1490981
JRN-004409,2023-11,INV-03-0467,revenue,-1490981
JRN-004410,2023-11,INV-03-0467,cash,1490981
JRN-004410,2023-11,INV-03-0467,ar,-1490981
JRN-004411,2023-11,COST-INV-03-0467,cogs,894588
JRN-004411,2023-11,COST-INV-03-0467,cash,-894588
JRN-004412,2023-11,INV-03-0468,ar,1490981
JRN-004412,2023-11,INV-03-0468,revenue,-1490981
JRN-004413,2023-11,INV-03-0468,cash,1490981
JRN-004413,2023-11,INV-03-0468,ar,-1490981
JRN-004414,2023-11,COST-INV-03-0468,cogs,894588
JRN-004414,2023-11,COST-INV-03-0468,cash,-894588
JRN-004415,2023-11,INV-03-0469,ar,1490981
JRN-004415,2023-11,INV-03-0469,revenue,-1490981
JRN-004416,2023-11,INV-03-0469,cash,1490981
JRN-004416,2023-11,INV-03-0469,ar,-1490981
JRN-004417,2023-11,COST-INV-03-0469,cogs,894588
JRN-004417,2023-11,COST-INV-03-0469,cash,-894588
JRN-004418,2023-11,INV-03-0470,ar,1490981
JRN-004418,2023-11,INV-03-0470,revenue,-1490981
JRN-004419,2023-11,INV-03-0470,cash,1490981
JRN-004419,2023-11,INV-03-0470,ar,-1490981
JRN-004420,2023-11,COST-INV-03-0470,cogs,894588
JRN-004420,2023-11,COST-INV-03-0470,cash,-894588
JRN-004421,2023-11,INV-03-0471,ar,1490981
JRN-004421,2023-11,INV-03-0471,revenue,-1490981
JRN-004422,2023-11,INV-03-0471,cash,1490981
JRN-004422,2023-11,INV-03-0471,ar,-1490981
JRN-004423,2023-11,COST-INV-03-0471,cogs,894588
JRN-004423,2023-11,COST-INV-03-0471,cash,-894588
JRN-004424,2023-11,INV-03-0472,ar,1490981
JRN-004424,2023-11,INV-03-0472,revenue,-1490981
JRN-004425,2023-11,INV-03-0472,cash,1490981
JRN-004425,2023-11,INV-03-0472,ar,-1490981
JRN-004426,2023-11,COST-INV-03-0472,cogs,894588
JRN-004426,2023-11,COST-INV-03-0472,cash,-894588
JRN-004427,2023-11,INV-03-0473,ar,1490981
JRN-004427,2023-11,INV-03-0473,revenue,-1490981
JRN-004428,2023-11,INV-03-0473,cash,1490981
JRN-004428,2023-11,INV-03-0473,ar,-1490981
JRN-004429,2023-11,COST-INV-03-0473,cogs,894588
JRN-004429,2023-11,COST-INV-03-0473,cash,-894588
JRN-004430,2023-11,INV-03-0474,ar,1490981
JRN-004430,2023-11,INV-03-0474,revenue,-1490981
JRN-004431,2023-11,INV-03-0474,cash,1490981
JRN-004431,2023-11,INV-03-0474,ar,-1490981
JRN-004432,2023-11,COST-INV-03-0474,cogs,894588
JRN-004432,2023-11,COST-INV-03-0474,cash,-894588
JRN-004433,2023-11,INV-03-0475,ar,1490981
JRN-004433,2023-11,INV-03-0475,revenue,-1490981
JRN-004434,2023-11,INV-03-0475,cash,1490981
JRN-004434,2023-11,INV-03-0475,ar,-1490981
JRN-004435,2023-11,COST-INV-03-0475,cogs,894588
JRN-004435,2023-11,COST-INV-03-0475,cash,-894588
JRN-004436,2023-11,INV-03-0476,ar,1490981
JRN-004436,2023-11,INV-03-0476,revenue,-1490981
JRN-004437,2023-11,INV-03-0476,cash,1490981
JRN-004437,2023-11,INV-03-0476,ar,-1490981
JRN-004438,2023-11,COST-INV-03-0476,cogs,894588
JRN-004438,2023-11,COST-INV-03-0476,cash,-894588
JRN-004439,2023-11,INV-03-0477,ar,1490981
JRN-004439,2023-11,INV-03-0477,revenue,-1490981
JRN-004440,2023-11,INV-03-0477,cash,1490981
JRN-004440,2023-11,INV-03-0477,ar,-1490981
JRN-004441,2023-11,COST-INV-03-0477,cogs,894588
JRN-004441,2023-11,COST-INV-03-0477,cash,-894588
JRN-004442,2023-11,INV-03-0478,ar,1490981
JRN-004442,2023-11,INV-03-0478,revenue,-1490981
JRN-004443,2023-11,INV-03-0478,cash,1490981
JRN-004443,2023-11,INV-03-0478,ar,-1490981
JRN-004444,2023-11,COST-INV-03-0478,cogs,894588
JRN-004444,2023-11,COST-INV-03-0478,cash,-894588
JRN-004445,2023-11,INV-03-0479,ar,1490981
JRN-004445,2023-11,INV-03-0479,revenue,-1490981
JRN-004446,2023-11,INV-03-0479,cash,1490981
JRN-004446,2023-11,INV-03-0479,ar,-1490981
JRN-004447,2023-11,COST-INV-03-0479,cogs,894588
JRN-004447,2023-11,COST-INV-03-0479,cash,-894588
JRN-004448,2023-11,INV-03-0480,ar,1490981
JRN-004448,2023-11,INV-03-0480,revenue,-1490981
JRN-004449,2023-11,INV-03-0480,cash,1490981
JRN-004449,2023-11,INV-03-0480,ar,-1490981
JRN-004450,2023-11,COST-INV-03-0480,cogs,894588
JRN-004450,2023-11,COST-INV-03-0480,cash,-894588
JRN-004451,2023-11,INV-03-0481,ar,1490981
JRN-004451,2023-11,INV-03-0481,revenue,-1490981
JRN-004452,2023-11,INV-03-0481,cash,1490981
JRN-004452,2023-11,INV-03-0481,ar,-1490981
JRN-004453,2023-11,COST-INV-03-0481,cogs,894588
JRN-004453,2023-11,COST-INV-03-0481,cash,-894588
JRN-004454,2023-11,INV-03-0482,ar,1490981
JRN-004454,2023-11,INV-03-0482,revenue,-1490981
JRN-004455,2023-11,INV-03-0482,cash,1490981
JRN-004455,2023-11,INV-03-0482,ar,-1490981
JRN-004456,2023-11,COST-INV-03-0482,cogs,894588
JRN-004456,2023-11,COST-INV-03-0482,cash,-894588
JRN-004457,2023-11,INV-03-0483,ar,1490981
JRN-004457,2023-11,INV-03-0483,revenue,-1490981
JRN-004458,2023-11,INV-03-0483,cash,1490981
JRN-004458,2023-11,INV-03-0483,ar,-1490981
JRN-004459,2023-11,COST-INV-03-0483,cogs,894588
JRN-004459,2023-11,COST-INV-03-0483,cash,-894588
JRN-004460,2023-11,INV-03-0484,ar,1490981
JRN-004460,2023-11,INV-03-0484,revenue,-1490981
JRN-004461,2023-11,INV-03-0484,cash,1490981
JRN-004461,2023-11,INV-03-0484,ar,-1490981
JRN-004462,2023-11,COST-INV-03-0484,cogs,894588
JRN-004462,2023-11,COST-INV-03-0484,cash,-894588
JRN-004463,2023-11,INV-03-0485,ar,1490981
JRN-004463,2023-11,INV-03-0485,revenue,-1490981
JRN-004464,2023-11,INV-03-0485,cash,1490981
JRN-004464,2023-11,INV-03-0485,ar,-1490981
JRN-004465,2023-11,COST-INV-03-0485,cogs,894588
JRN-004465,2023-11,COST-INV-03-0485,cash,-894588
JRN-004466,2023-11,INV-03-0486,ar,1490981
JRN-004466,2023-11,INV-03-0486,revenue,-1490981
JRN-004467,2023-11,INV-03-0486,cash,1490981
JRN-004467,2023-11,INV-03-0486,ar,-1490981
JRN-004468,2023-11,COST-INV-03-0486,cogs,894588
JRN-004468,2023-11,COST-INV-03-0486,cash,-894588
JRN-004469,2023-11,INV-03-0487,ar,1490981
JRN-004469,2023-11,INV-03-0487,revenue,-1490981
JRN-004470,2023-11,INV-03-0487,cash,1490981
JRN-004470,2023-11,INV-03-0487,ar,-1490981
JRN-004471,2023-11,COST-INV-03-0487,cogs,894588
JRN-004471,2023-11,COST-INV-03-0487,cash,-894588
JRN-004472,2023-11,INV-03-0488,ar,1490981
JRN-004472,2023-11,INV-03-0488,revenue,-1490981
JRN-004473,2023-11,INV-03-0488,cash,1490981
JRN-004473,2023-11,INV-03-0488,ar,-1490981
JRN-004474,2023-11,COST-INV-03-0488,cogs,894588
JRN-004474,2023-11,COST-INV-03-0488,cash,-894588
JRN-004475,2023-11,INV-03-0489,ar,1490981
JRN-004475,2023-11,INV-03-0489,revenue,-1490981
JRN-004476,2023-11,INV-03-0489,cash,1490981
JRN-004476,2023-11,INV-03-0489,ar,-1490981
JRN-004477,2023-11,COST-INV-03-0489,cogs,894588
JRN-004477,2023-11,COST-INV-03-0489,cash,-894588
JRN-004478,2023-11,INV-03-0490,ar,1490981
JRN-004478,2023-11,INV-03-0490,revenue,-1490981
JRN-004479,2023-11,INV-03-0490,cash,1490981
JRN-004479,2023-11,INV-03-0490,ar,-1490981
JRN-004480,2023-11,COST-INV-03-0490,cogs,894588
JRN-004480,2023-11,COST-INV-03-0490,cash,-894588
JRN-004481,2023-11,INV-03-0491,ar,1490981
JRN-004481,2023-11,INV-03-0491,revenue,-1490981
JRN-004482,2023-11,INV-03-0491,cash,1490981
JRN-004482,2023-11,INV-03-0491,ar,-1490981
JRN-004483,2023-11,COST-INV-03-0491,cogs,894588
JRN-004483,2023-11,COST-INV-03-0491,cash,-894588
JRN-004484,2023-11,INV-03-0492,ar,1490981
JRN-004484,2023-11,INV-03-0492,revenue,-1490981
JRN-004485,2023-11,INV-03-0492,cash,1490981
JRN-004485,2023-11,INV-03-0492,ar,-1490981
JRN-004486,2023-11,COST-INV-03-0492,cogs,894588
JRN-004486,2023-11,COST-INV-03-0492,cash,-894588
JRN-004487,2023-11,INV-03-0493,ar,1490981
JRN-004487,2023-11,INV-03-0493,revenue,-1490981
JRN-004488,2023-11,INV-03-0493,cash,1490981
JRN-004488,2023-11,INV-03-0493,ar,-1490981
JRN-004489,2023-11,COST-INV-03-0493,cogs,894588
JRN-004489,2023-11,COST-INV-03-0493,cash,-894588
JRN-004490,2023-11,INV-03-0494,ar,1490981
JRN-004490,2023-11,INV-03-0494,revenue,-1490981
JRN-004491,2023-11,INV-03-0494,cash,1490981
JRN-004491,2023-11,INV-03-0494,ar,-1490981
JRN-004492,2023-11,COST-INV-03-0494,cogs,894588
JRN-004492,2023-11,COST-INV-03-0494,cash,-894588
JRN-004493,2023-11,INV-03-0495,ar,1490981
JRN-004493,2023-11,INV-03-0495,revenue,-1490981
JRN-004494,2023-11,INV-03-0495,cash,1490981
JRN-004494,2023-11,INV-03-0495,ar,-1490981
JRN-004495,2023-11,COST-INV-03-0495,cogs,894588
JRN-004495,2023-11,COST-INV-03-0495,cash,-894588
JRN-004496,2023-11,INV-03-0496,ar,1490981
JRN-004496,2023-11,INV-03-0496,revenue,-1490981
JRN-004497,2023-11,INV-03-0496,cash,1490981
JRN-004497,2023-11,INV-03-0496,ar,-1490981
JRN-004498,2023-11,COST-INV-03-0496,cogs,894588
JRN-004498,2023-11,COST-INV-03-0496,cash,-894588
JRN-004499,2023-11,INV-03-0497,ar,1490981
JRN-004499,2023-11,INV-03-0497,revenue,-1490981
JRN-004500,2023-11,INV-03-0497,cash,1490981
JRN-004500,2023-11,INV-03-0497,ar,-1490981
JRN-004501,2023-11,COST-INV-03-0497,cogs,894588
JRN-004501,2023-11,COST-INV-03-0497,cash,-894588
JRN-004502,2023-11,INV-03-0498,ar,1490981
JRN-004502,2023-11,INV-03-0498,revenue,-1490981
JRN-004503,2023-11,INV-03-0498,cash,1490981
JRN-004503,2023-11,INV-03-0498,ar,-1490981
JRN-004504,2023-11,COST-INV-03-0498,cogs,894588
JRN-004504,2023-11,COST-INV-03-0498,cash,-894588
JRN-004505,2023-11,INV-03-0499,ar,1490981
JRN-004505,2023-11,INV-03-0499,revenue,-1490981
JRN-004506,2023-11,INV-03-0499,cash,1490981
JRN-004506,2023-11,INV-03-0499,ar,-1490981
JRN-004507,2023-11,COST-INV-03-0499,cogs,894588
JRN-004507,2023-11,COST-INV-03-0499,cash,-894588
JRN-004508,2023-11,INV-03-0500,ar,1490981
JRN-004508,2023-11,INV-03-0500,revenue,-1490981
JRN-004509,2023-11,INV-03-0500,cash,1490981
JRN-004509,2023-11,INV-03-0500,ar,-1490981
JRN-004510,2023-11,COST-INV-03-0500,cogs,894588
JRN-004510,2023-11,COST-INV-03-0500,cash,-894588
JRN-004511,2023-11,INV-03-SVC,ar,113666666
JRN-004511,2023-11,INV-03-SVC,revenue,-113666666
JRN-004512,2023-11,INV-03-SVC,cash,113666666
JRN-004512,2023-11,INV-03-SVC,ar,-113666666
JRN-004513,2023-11,SVC-COST-2023-11,cogs,56833333
JRN-004513,2023-11,SVC-COST-2023-11,cash,-56833333
JRN-004514,2023-11,PAY-2023-11,payroll,200000000
JRN-004514,2023-11,PAY-2023-11,cash,-200000000
JRN-004515,2023-11,DEP-2023-11,depreciation,100000000
JRN-004515,2023-11,DEP-2023-11,accum_depreciation,-100000000
JRN-004516,2023-12,INV-04-0001,ar,189000000
JRN-004516,2023-12,INV-04-0001,revenue,-189000000
JRN-004517,2023-12,INV-04-0001,cash,189000000
JRN-004517,2023-12,INV-04-0001,ar,-189000000
JRN-004518,2023-12,COST-INV-04-0001,cogs,207900000
JRN-004518,2023-12,COST-INV-04-0001,cash,-207900000
JRN-004519,2023-12,INV-04-0002,ar,1515030
JRN-004519,2023-12,INV-04-0002,revenue,-1515030
JRN-004520,2023-12,INV-04-0002,cash,1515030
JRN-004520,2023-12,INV-04-0002,ar,-1515030
JRN-004521,2023-12,COST-INV-04-0002,cogs,909018
JRN-004521,2023-12,COST-INV-04-0002,cash,-909018
JRN-004522,2023-12,INV-04-0003,ar,1515030
JRN-004522,2023-12,INV-04-0003,revenue,-1515030
JRN-004523,2023-12,INV-04-0003,cash,1515030
JRN-004523,2023-12,INV-04-0003,ar,-1515030
JRN-004524,2023-12,COST-INV-04-0003,cogs,909018
JRN-004524,2023-12,COST-INV-04-0003,cash,-909018
JRN-004525,2023-12,INV-04-0004,ar,1515030
JRN-004525,2023-12,INV-04-0004,revenue,-1515030
JRN-004526,2023-12,INV-04-0004,cash,1515030
JRN-004526,2023-12,INV-04-0004,ar,-1515030
JRN-004527,2023-12,COST-INV-04-0004,cogs,909018
JRN-004527,2023-12,COST-INV-04-0004,cash,-909018
JRN-004528,2023-12,INV-04-0005,ar,1515030
JRN-004528,2023-12,INV-04-0005,revenue,-1515030
JRN-004529,2023-12,INV-04-0005,cash,1515030
JRN-004529,2023-12,INV-04-0005,ar,-1515030
JRN-004530,2023-12,COST-INV-04-0005,cogs,909018
JRN-004530,2023-12,COST-INV-04-0005,cash,-909018
JRN-004531,2023-12,INV-04-0006,ar,1515030
JRN-004531,2023-12,INV-04-0006,revenue,-1515030
JRN-004532,2023-12,INV-04-0006,cash,1515030
JRN-004532,2023-12,INV-04-0006,ar,-1515030
JRN-004533,2023-12,COST-INV-04-0006,cogs,909018
JRN-004533,2023-12,COST-INV-04-0006,cash,-909018
JRN-004534,2023-12,INV-04-0007,ar,1515030
JRN-004534,2023-12,INV-04-0007,revenue,-1515030
JRN-004535,2023-12,INV-04-0007,cash,1515030
JRN-004535,2023-12,INV-04-0007,ar,-1515030
JRN-004536,2023-12,COST-INV-04-0007,cogs,909018
JRN-004536,2023-12,COST-INV-04-0007,cash,-909018
JRN-004537,2023-12,INV-04-0008,ar,1515030
JRN-004537,2023-12,INV-04-0008,revenue,-1515030
JRN-004538,2023-12,INV-04-0008,cash,1515030
JRN-004538,2023-12,INV-04-0008,ar,-1515030
JRN-004539,2023-12,COST-INV-04-0008,cogs,909018
JRN-004539,2023-12,COST-INV-04-0008,cash,-909018
JRN-004540,2023-12,INV-04-0009,ar,1515030
JRN-004540,2023-12,INV-04-0009,revenue,-1515030
JRN-004541,2023-12,INV-04-0009,cash,1515030
JRN-004541,2023-12,INV-04-0009,ar,-1515030
JRN-004542,2023-12,COST-INV-04-0009,cogs,909018
JRN-004542,2023-12,COST-INV-04-0009,cash,-909018
JRN-004543,2023-12,INV-04-0010,ar,1515030
JRN-004543,2023-12,INV-04-0010,revenue,-1515030
JRN-004544,2023-12,INV-04-0010,cash,1515030
JRN-004544,2023-12,INV-04-0010,ar,-1515030
JRN-004545,2023-12,COST-INV-04-0010,cogs,909018
JRN-004545,2023-12,COST-INV-04-0010,cash,-909018
JRN-004546,2023-12,INV-04-0011,ar,1515030
JRN-004546,2023-12,INV-04-0011,revenue,-1515030
JRN-004547,2023-12,INV-04-0011,cash,1515030
JRN-004547,2023-12,INV-04-0011,ar,-1515030
JRN-004548,2023-12,COST-INV-04-0011,cogs,909018
JRN-004548,2023-12,COST-INV-04-0011,cash,-909018
JRN-004549,2023-12,INV-04-0012,ar,1515030
JRN-004549,2023-12,INV-04-0012,revenue,-1515030
JRN-004550,2023-12,INV-04-0012,cash,1515030
JRN-004550,2023-12,INV-04-0012,ar,-1515030
JRN-004551,2023-12,COST-INV-04-0012,cogs,909018
JRN-004551,2023-12,COST-INV-04-0012,cash,-909018
JRN-004552,2023-12,INV-04-0013,ar,1515030
JRN-004552,2023-12,INV-04-0013,revenue,-1515030
JRN-004553,2023-12,INV-04-0013,cash,1515030
JRN-004553,2023-12,INV-04-0013,ar,-1515030
JRN-004554,2023-12,COST-INV-04-0013,cogs,909018
JRN-004554,2023-12,COST-INV-04-0013,cash,-909018
JRN-004555,2023-12,INV-04-0014,ar,1515030
JRN-004555,2023-12,INV-04-0014,revenue,-1515030
JRN-004556,2023-12,INV-04-0014,cash,1515030
JRN-004556,2023-12,INV-04-0014,ar,-1515030
JRN-004557,2023-12,COST-INV-04-0014,cogs,909018
JRN-004557,2023-12,COST-INV-04-0014,cash,-909018
JRN-004558,2023-12,INV-04-0015,ar,1515030
JRN-004558,2023-12,INV-04-0015,revenue,-1515030
JRN-004559,2023-12,INV-04-0015,cash,1515030
JRN-004559,2023-12,INV-04-0015,ar,-1515030
JRN-004560,2023-12,COST-INV-04-0015,cogs,909018
JRN-004560,2023-12,COST-INV-04-0015,cash,-909018
JRN-004561,2023-12,INV-04-0016,ar,1515030
JRN-004561,2023-12,INV-04-0016,revenue,-1515030
JRN-004562,2023-12,INV-04-0016,cash,1515030
JRN-004562,2023-12,INV-04-0016,ar,-1515030
JRN-004563,2023-12,COST-INV-04-0016,cogs,909018
JRN-004563,2023-12,COST-INV-04-0016,cash,-909018
JRN-004564,2023-12,INV-04-0017,ar,1515030
JRN-004564,2023-12,INV-04-0017,revenue,-1515030
JRN-004565,2023-12,INV-04-0017,cash,1515030
JRN-004565,2023-12,INV-04-0017,ar,-1515030
JRN-004566,2023-12,COST-INV-04-0017,cogs,909018
JRN-004566,2023-12,COST-INV-04-0017,cash,-909018
JRN-004567,2023-12,INV-04-0018,ar,1515030
JRN-004567,2023-12,INV-04-0018,revenue,-1515030
JRN-004568,2023-12,INV-04-0018,cash,1515030
JRN-004568,2023-12,INV-04-0018,ar,-1515030
JRN-004569,2023-12,COST-INV-04-0018,cogs,909018
JRN-004569,2023-12,COST-INV-04-0018,cash,-909018
JRN-004570,2023-12,INV-04-0019,ar,1515030
JRN-004570,2023-12,INV-04-0019,revenue,-1515030
JRN-004571,2023-12,INV-04-0019,cash,1515030
JRN-004571,2023-12,INV-04-0019,ar,-1515030
JRN-004572,2023-12,COST-INV-04-0019,cogs,909018
JRN-004572,2023-12,COST-INV-04-0019,cash,-909018
JRN-004573,2023-12,INV-04-0020,ar,1515030
JRN-004573,2023-12,INV-04-0020,revenue,-1515030
JRN-004574,2023-12,INV-04-0020,cash,1515030
JRN-004574,2023-12,INV-04-0020,ar,-1515030
JRN-004575,2023-12,COST-INV-04-0020,cogs,909018
JRN-004575,2023-12,COST-INV-04-0020,cash,-909018
JRN-004576,2023-12,INV-04-0021,ar,1515030
JRN-004576,2023-12,INV-04-0021,revenue,-1515030
JRN-004577,2023-12,INV-04-0021,cash,1515030
JRN-004577,2023-12,INV-04-0021,ar,-1515030
JRN-004578,2023-12,COST-INV-04-0021,cogs,909018
JRN-004578,2023-12,COST-INV-04-0021,cash,-909018
JRN-004579,2023-12,INV-04-0022,ar,1515030
JRN-004579,2023-12,INV-04-0022,revenue,-1515030
JRN-004580,2023-12,INV-04-0022,cash,1515030
JRN-004580,2023-12,INV-04-0022,ar,-1515030
JRN-004581,2023-12,COST-INV-04-0022,cogs,909018
JRN-004581,2023-12,COST-INV-04-0022,cash,-909018
JRN-004582,2023-12,INV-04-0023,ar,1515030
JRN-004582,2023-12,INV-04-0023,revenue,-1515030
JRN-004583,2023-12,INV-04-0023,cash,1515030
JRN-004583,2023-12,INV-04-0023,ar,-1515030
JRN-004584,2023-12,COST-INV-04-0023,cogs,909018
JRN-004584,2023-12,COST-INV-04-0023,cash,-909018
JRN-004585,2023-12,INV-04-0024,ar,1515030
JRN-004585,2023-12,INV-04-0024,revenue,-1515030
JRN-004586,2023-12,INV-04-0024,cash,1515030
JRN-004586,2023-12,INV-04-0024,ar,-1515030
JRN-004587,2023-12,COST-INV-04-0024,cogs,909018
JRN-004587,2023-12,COST-INV-04-0024,cash,-909018
JRN-004588,2023-12,INV-04-0025,ar,1515030
JRN-004588,2023-12,INV-04-0025,revenue,-1515030
JRN-004589,2023-12,INV-04-0025,cash,1515030
JRN-004589,2023-12,INV-04-0025,ar,-1515030
JRN-004590,2023-12,COST-INV-04-0025,cogs,909018
JRN-004590,2023-12,COST-INV-04-0025,cash,-909018
JRN-004591,2023-12,INV-04-0026,ar,1515030
JRN-004591,2023-12,INV-04-0026,revenue,-1515030
JRN-004592,2023-12,INV-04-0026,cash,1515030
JRN-004592,2023-12,INV-04-0026,ar,-1515030
JRN-004593,2023-12,COST-INV-04-0026,cogs,909018
JRN-004593,2023-12,COST-INV-04-0026,cash,-909018
JRN-004594,2023-12,INV-04-0027,ar,1515030
JRN-004594,2023-12,INV-04-0027,revenue,-1515030
JRN-004595,2023-12,INV-04-0027,cash,1515030
JRN-004595,2023-12,INV-04-0027,ar,-1515030
JRN-004596,2023-12,COST-INV-04-0027,cogs,909018
JRN-004596,2023-12,COST-INV-04-0027,cash,-909018
JRN-004597,2023-12,INV-04-0028,ar,1515030
JRN-004597,2023-12,INV-04-0028,revenue,-1515030
JRN-004598,2023-12,INV-04-0028,cash,1515030
JRN-004598,2023-12,INV-04-0028,ar,-1515030
JRN-004599,2023-12,COST-INV-04-0028,cogs,909018
JRN-004599,2023-12,COST-INV-04-0028,cash,-909018
JRN-004600,2023-12,INV-04-0029,ar,1515030
JRN-004600,2023-12,INV-04-0029,revenue,-1515030
JRN-004601,2023-12,INV-04-0029,cash,1515030
JRN-004601,2023-12,INV-04-0029,ar,-1515030
JRN-004602,2023-12,COST-INV-04-0029,cogs,909018
JRN-004602,2023-12,COST-INV-04-0029,cash,-909018
JRN-004603,2023-12,INV-04-0030,ar,1515030
JRN-004603,2023-12,INV-04-0030,revenue,-1515030
JRN-004604,2023-12,INV-04-0030,cash,1515030
JRN-004604,2023-12,INV-04-0030,ar,-1515030
JRN-004605,2023-12,COST-INV-04-0030,cogs,909018
JRN-004605,2023-12,COST-INV-04-0030,cash,-909018
JRN-004606,2023-12,INV-04-0031,ar,1515030
JRN-004606,2023-12,INV-04-0031,revenue,-1515030
JRN-004607,2023-12,INV-04-0031,cash,1515030
JRN-004607,2023-12,INV-04-0031,ar,-1515030
JRN-004608,2023-12,COST-INV-04-0031,cogs,909018
JRN-004608,2023-12,COST-INV-04-0031,cash,-909018
JRN-004609,2023-12,INV-04-0032,ar,1515030
JRN-004609,2023-12,INV-04-0032,revenue,-1515030
JRN-004610,2023-12,INV-04-0032,cash,1515030
JRN-004610,2023-12,INV-04-0032,ar,-1515030
JRN-004611,2023-12,COST-INV-04-0032,cogs,909018
JRN-004611,2023-12,COST-INV-04-0032,cash,-909018
JRN-004612,2023-12,INV-04-0033,ar,1515030
JRN-004612,2023-12,INV-04-0033,revenue,-1515030
JRN-004613,2023-12,INV-04-0033,cash,1515030
JRN-004613,2023-12,INV-04-0033,ar,-1515030
JRN-004614,2023-12,COST-INV-04-0033,cogs,909018
JRN-004614,2023-12,COST-INV-04-0033,cash,-909018
JRN-004615,2023-12,INV-04-0034,ar,1515030
JRN-004615,2023-12,INV-04-0034,revenue,-1515030
JRN-004616,2023-12,INV-04-0034,cash,1515030
JRN-004616,2023-12,INV-04-0034,ar,-1515030
JRN-004617,2023-12,COST-INV-04-0034,cogs,909018
JRN-004617,2023-12,COST-INV-04-0034,cash,-909018
JRN-004618,2023-12,INV-04-0035,ar,1515030
JRN-004618,2023-12,INV-04-0035,revenue,-1515030
JRN-004619,2023-12,INV-04-0035,cash,1515030
JRN-004619,2023-12,INV-04-0035,ar,-1515030
JRN-004620,2023-12,COST-INV-04-0035,cogs,909018
JRN-004620,2023-12,COST-INV-04-0035,cash,-909018
JRN-004621,2023-12,INV-04-0036,ar,1515030
JRN-004621,2023-12,INV-04-0036,revenue,-1515030
JRN-004622,2023-12,INV-04-0036,cash,1515030
JRN-004622,2023-12,INV-04-0036,ar,-1515030
JRN-004623,2023-12,COST-INV-04-0036,cogs,909018
JRN-004623,2023-12,COST-INV-04-0036,cash,-909018
JRN-004624,2023-12,INV-04-0037,ar,1515030
JRN-004624,2023-12,INV-04-0037,revenue,-1515030
JRN-004625,2023-12,INV-04-0037,cash,1515030
JRN-004625,2023-12,INV-04-0037,ar,-1515030
JRN-004626,2023-12,COST-INV-04-0037,cogs,909018
JRN-004626,2023-12,COST-INV-04-0037,cash,-909018
JRN-004627,2023-12,INV-04-0038,ar,1515030
JRN-004627,2023-12,INV-04-0038,revenue,-1515030
JRN-004628,2023-12,INV-04-0038,cash,1515030
JRN-004628,2023-12,INV-04-0038,ar,-1515030
JRN-004629,2023-12,COST-INV-04-0038,cogs,909018
JRN-004629,2023-12,COST-INV-04-0038,cash,-909018
JRN-004630,2023-12,INV-04-0039,ar,1515030
JRN-004630,2023-12,INV-04-0039,revenue,-1515030
JRN-004631,2023-12,INV-04-0039,cash,1515030
JRN-004631,2023-12,INV-04-0039,ar,-1515030
JRN-004632,2023-12,COST-INV-04-0039,cogs,909018
JRN-004632,2023-12,COST-INV-04-0039,cash,-909018
JRN-004633,2023-12,INV-04-0040,ar,1515030
JRN-004633,2023-12,INV-04-0040,revenue,-1515030
JRN-004634,2023-12,INV-04-0040,cash,1515030
JRN-004634,2023-12,INV-04-0040,ar,-1515030
JRN-004635,2023-12,COST-INV-04-0040,cogs,909018
JRN-004635,2023-12,COST-INV-04-0040,cash,-909018
JRN-004636,2023-12,INV-04-0041,ar,1515030
JRN-004636,2023-12,INV-04-0041,revenue,-1515030
JRN-004637,2023-12,INV-04-0041,cash,1515030
JRN-004637,2023-12,INV-04-0041,ar,-1515030
JRN-004638,2023-12,COST-INV-04-0041,cogs,909018
JRN-004638,2023-12,COST-INV-04-0041,cash,-909018
JRN-004639,2023-12,INV-04-0042,ar,1515030
JRN-004639,2023-12,INV-04-0042,revenue,-1515030
JRN-004640,2023-12,INV-04-0042,cash,1515030
