asset_id,entity_id,region,site_id,ownership,vendor_id,lease_id,book_value_cents
GPU-00874,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00875,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00876,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00877,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00878,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00879,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00880,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00881,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00882,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00883,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00884,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00885,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00886,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00887,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00888,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00889,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00890,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00891,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00892,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00893,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00894,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00895,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00896,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00897,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00898,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00899,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00900,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00901,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00902,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00903,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00904,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00905,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00906,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00907,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00908,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00909,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00910,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00911,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00912,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00913,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00914,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00915,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00916,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00917,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00918,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00919,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00920,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00921,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00922,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00923,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00924,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00925,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00926,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00927,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00928,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00929,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00930,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00931,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00932,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00933,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00934,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00935,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00936,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00937,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00938,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00939,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00940,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00941,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00942,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00943,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00944,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00945,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00946,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00947,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00948,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00949,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00950,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00951,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00952,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00953,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00954,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00955,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00956,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00957,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00958,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00959,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00960,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00961,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00962,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00963,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00964,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00965,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00966,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00967,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00968,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00969,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00970,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00971,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00972,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00973,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00974,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00975,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00976,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00977,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00978,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00979,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00980,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00981,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00982,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00983,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00984,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00985,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00986,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00987,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00988,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00989,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00990,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00991,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00992,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00993,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00994,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00995,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00996,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00997,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00998,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00999,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01000,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01001,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01002,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01003,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01004,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01005,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01006,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01007,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01008,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01009,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01010,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01011,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01012,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01013,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01014,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01015,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01016,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01017,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01018,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01019,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01020,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01021,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01022,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01023,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01024,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01025,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01026,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01027,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01028,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01029,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01030,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01031,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01032,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01033,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01034,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01035,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01036,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01037,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01038,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01039,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01040,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01041,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01042,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01043,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01044,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01045,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01046,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01047,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01048,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01049,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01050,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01051,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01052,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01053,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01054,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01055,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01056,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01057,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01058,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01059,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01060,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01061,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01062,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01063,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01064,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01065,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01066,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01067,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01068,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01069,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01070,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01071,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01072,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01073,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01074,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01075,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01076,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01077,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01078,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01079,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01080,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01081,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01082,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01083,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01084,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01085,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01086,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01087,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01088,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01089,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01090,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01091,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01092,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01093,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01094,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01095,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01096,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01097,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01098,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01099,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01100,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01101,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01102,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01103,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01104,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01105,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01106,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01107,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01108,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01109,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01110,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01111,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01112,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01113,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01114,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01115,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01116,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01117,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01118,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01119,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01120,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01121,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01122,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01123,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01124,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01125,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01126,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01127,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01128,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01129,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01130,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01131,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01132,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01133,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01134,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01135,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01136,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01137,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01138,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01139,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01140,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01141,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01142,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01143,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01144,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01145,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01146,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01147,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01148,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01149,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01150,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01151,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01152,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01153,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01154,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01155,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01156,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01157,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01158,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01159,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01160,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01161,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01162,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01163,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01164,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01165,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01166,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01167,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01168,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01169,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01170,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01171,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01172,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01173,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01174,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01175,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01176,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01177,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01178,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01179,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01180,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01181,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01182,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01183,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01184,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01185,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01186,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01187,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01188,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01189,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01190,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01191,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01192,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01193,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01194,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01195,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01196,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01197,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01198,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01199,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01200,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01201,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01202,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01203,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01204,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01205,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01206,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01207,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01208,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01209,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01210,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01211,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01212,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01213,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01214,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01215,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01216,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01217,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01218,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01219,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01220,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01221,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01222,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01223,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01224,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01225,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01226,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01227,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01228,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01229,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01230,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01231,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01232,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01233,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01234,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-01235,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-01236,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-01237,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-01238,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-01239,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-01240,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
