invoice_id,period,customer_id,contract_id,kind,amount_cents,recognized_cents,collected_cents
INV-04-0168,2023-12,CUS-0168,CTR-0168,recurring,1515030,1515030,1515030
INV-04-0169,2023-12,CUS-0169,CTR-0169,recurring,1515030,1515030,1515030
INV-04-0170,2023-12,CUS-0170,CTR-0170,recurring,1515030,1515030,1515030
INV-04-0171,2023-12,CUS-0171,CTR-0171,recurring,1515030,1515030,1515030
INV-04-0172,2023-12,CUS-0172,CTR-0172,recurring,1515030,1515030,1515030
INV-04-0173,2023-12,CUS-0173,CTR-0173,recurring,1515030,1515030,1515030
INV-04-0174,2023-12,CUS-0174,CTR-0174,recurring,1515030,1515030,1515030
INV-04-0175,2023-12,CUS-0175,CTR-0175,recurring,1515030,1515030,1515030
INV-04-0176,2023-12,CUS-0176,CTR-0176,recurring,1515030,1515030,1515030
INV-04-0177,2023-12,CUS-0177,CTR-0177,recurring,1515030,1515030,1515030
INV-04-0178,2023-12,CUS-0178,CTR-0178,recurring,1515030,1515030,1515030
INV-04-0179,2023-12,CUS-0179,CTR-0179,recurring,1515030,1515030,1515030
INV-04-0180,2023-12,CUS-0180,CTR-0180,recurring,1515030,1515030,1515030
INV-04-0181,2023-12,CUS-0181,CTR-0181,recurring,1515030,1515030,1515030
INV-04-0182,2023-12,CUS-0182,CTR-0182,recurring,1515030,1515030,1515030
INV-04-0183,2023-12,CUS-0183,CTR-0183,recurring,1515030,1515030,1515030
INV-04-0184,2023-12,CUS-0184,CTR-0184,recurring,1515030,1515030,1515030
INV-04-0185,2023-12,CUS-0185,CTR-0185,recurring,1515030,1515030,1515030
INV-04-0186,2023-12,CUS-0186,CTR-0186,recurring,1515030,1515030,1515030
INV-04-0187,2023-12,CUS-0187,CTR-0187,recurring,1515030,1515030,1515030
INV-04-0188,2023-12,CUS-0188,CTR-0188,recurring,1515030,1515030,1515030
INV-04-0189,2023-12,CUS-0189,CTR-0189,recurring,1515030,1515030,1515030
INV-04-0190,2023-12,CUS-0190,CTR-0190,recurring,1515030,1515030,1515030
INV-04-0191,2023-12,CUS-0191,CTR-0191,recurring,1515030,1515030,1515030
INV-04-0192,2023-12,CUS-0192,CTR-0192,recurring,1515030,1515030,1515030
INV-04-0193,2023-12,CUS-0193,CTR-0193,recurring,1515030,1515030,1515030
INV-04-0194,2023-12,CUS-0194,CTR-0194,recurring,1515030,1515030,1515030
INV-04-0195,2023-12,CUS-0195,CTR-0195,recurring,1515030,1515030,1515030
INV-04-0196,2023-12,CUS-0196,CTR-0196,recurring,1515030,1515030,1515030
INV-04-0197,2023-12,CUS-0197,CTR-0197,recurring,1515030,1515030,1515030
INV-04-0198,2023-12,CUS-0198,CTR-0198,recurring,1515030,1515030,1515030
INV-04-0199,2023-12,CUS-0199,CTR-0199,recurring,1515030,1515030,1515030
INV-04-0200,2023-12,CUS-0200,CTR-0200,recurring,1515030,1515030,1515030
INV-04-0201,2023-12,CUS-0201,CTR-0201,recurring,1515030,1515030,1515030
INV-04-0202,2023-12,CUS-0202,CTR-0202,recurring,1515030,1515030,1515030
INV-04-0203,2023-12,CUS-0203,CTR-0203,recurring,1515030,1515030,1515030
INV-04-0204,2023-12,CUS-0204,CTR-0204,recurring,1515030,1515030,1515030
INV-04-0205,2023-12,CUS-0205,CTR-0205,recurring,1515030,1515030,1515030
INV-04-0206,2023-12,CUS-0206,CTR-0206,recurring,1515030,1515030,1515030
INV-04-0207,2023-12,CUS-0207,CTR-0207,recurring,1515030,1515030,1515030
INV-04-0208,2023-12,CUS-0208,CTR-0208,recurring,1515030,1515030,1515030
INV-04-0209,2023-12,CUS-0209,CTR-0209,recurring,1515030,1515030,1515030
INV-04-0210,2023-12,CUS-0210,CTR-0210,recurring,1515030,1515030,1515030
INV-04-0211,2023-12,CUS-0211,CTR-0211,recurring,1515030,1515030,1515030
INV-04-0212,2023-12,CUS-0212,CTR-0212,recurring,1515030,1515030,1515030
INV-04-0213,2023-12,CUS-0213,CTR-0213,recurring,1515030,1515030,1515030
INV-04-0214,2023-12,CUS-0214,CTR-0214,recurring,1515030,1515030,1515030
INV-04-0215,2023-12,CUS-0215,CTR-0215,recurring,1515030,1515030,1515030
INV-04-0216,2023-12,CUS-0216,CTR-0216,recurring,1515030,1515030,1515030
INV-04-0217,2023-12,CUS-0217,CTR-0217,recurring,1515030,1515030,1515030
INV-04-0218,2023-12,CUS-0218,CTR-0218,recurring,1515030,1515030,1515030
INV-04-0219,2023-12,CUS-0219,CTR-0219,recurring,1515030,1515030,1515030
INV-04-0220,2023-12,CUS-0220,CTR-0220,recurring,1515030,1515030,1515030
INV-04-0221,2023-12,CUS-0221,CTR-0221,recurring,1515030,1515030,1515030
INV-04-0222,2023-12,CUS-0222,CTR-0222,recurring,1515030,1515030,1515030
INV-04-0223,2023-12,CUS-0223,CTR-0223,recurring,1515030,1515030,1515030
INV-04-0224,2023-12,CUS-0224,CTR-0224,recurring,1515030,1515030,1515030
INV-04-0225,2023-12,CUS-0225,CTR-0225,recurring,1515030,1515030,1515030
INV-04-0226,2023-12,CUS-0226,CTR-0226,recurring,1515030,1515030,1515030
INV-04-0227,2023-12,CUS-0227,CTR-0227,recurring,1515030,1515030,1515030
INV-04-0228,2023-12,CUS-0228,CTR-0228,recurring,1515030,1515030,1515030
INV-04-0229,2023-12,CUS-0229,CTR-0229,recurring,1515030,1515030,1515030
INV-04-0230,2023-12,CUS-0230,CTR-0230,recurring,1515030,1515030,1515030
INV-04-0231,2023-12,CUS-0231,CTR-0231,recurring,1515030,1515030,1515030
INV-04-0232,2023-12,CUS-0232,CTR-0232,recurring,1515030,1515030,1515030
INV-04-0233,2023-12,CUS-0233,CTR-0233,recurring,1515030,1515030,1515030
INV-04-0234,2023-12,CUS-0234,CTR-0234,recurring,1515030,1515030,1515030
INV-04-0235,2023-12,CUS-0235,CTR-0235,recurring,1515030,1515030,1515030
INV-04-0236,2023-12,CUS-0236,CTR-0236,recurring,1515030,1515030,1515030
INV-04-0237,2023-12,CUS-0237,CTR-0237,recurring,1515030,1515030,1515030
INV-04-0238,2023-12,CUS-0238,CTR-0238,recurring,1515030,1515030,1515030
INV-04-0239,2023-12,CUS-0239,CTR-0239,recurring,1515030,1515030,1515030
INV-04-0240,2023-12,CUS-0240,CTR-0240,recurring,1515030,1515030,1515030
INV-04-0241,2023-12,CUS-0241,CTR-0241,recurring,1515030,1515030,1515030
INV-04-0242,2023-12,CUS-0242,CTR-0242,recurring,1515030,1515030,1515030
INV-04-0243,2023-12,CUS-0243,CTR-0243,recurring,1515030,1515030,1515030
INV-04-0244,2023-12,CUS-0244,CTR-0244,recurring,1515030,1515030,1515030
INV-04-0245,2023-12,CUS-0245,CTR-0245,recurring,1515030,1515030,1515030
INV-04-0246,2023-12,CUS-0246,CTR-0246,recurring,1515030,1515030,1515030
INV-04-0247,2023-12,CUS-0247,CTR-0247,recurring,1515030,1515030,1515030
INV-04-0248,2023-12,CUS-0248,CTR-0248,recurring,1515030,1515030,1515030
INV-04-0249,2023-12,CUS-0249,CTR-0249,recurring,1515030,1515030,1515030
INV-04-0250,2023-12,CUS-0250,CTR-0250,recurring,1515030,1515030,1515030
INV-04-0251,2023-12,CUS-0251,CTR-0251,recurring,1515030,1515030,1515030
INV-04-0252,2023-12,CUS-0252,CTR-0252,recurring,1515030,1515030,1515030
INV-04-0253,2023-12,CUS-0253,CTR-0253,recurring,1515030,1515030,1515030
INV-04-0254,2023-12,CUS-0254,CTR-0254,recurring,1515030,1515030,1515030
INV-04-0255,2023-12,CUS-0255,CTR-0255,recurring,1515030,1515030,1515030
INV-04-0256,2023-12,CUS-0256,CTR-0256,recurring,1515030,1515030,1515030
INV-04-0257,2023-12,CUS-0257,CTR-0257,recurring,1515030,1515030,1515030
INV-04-0258,2023-12,CUS-0258,CTR-0258,recurring,1515030,1515030,1515030
INV-04-0259,2023-12,CUS-0259,CTR-0259,recurring,1515030,1515030,1515030
INV-04-0260,2023-12,CUS-0260,CTR-0260,recurring,1515030,1515030,1515030
INV-04-0261,2023-12,CUS-0261,CTR-0261,recurring,1515030,1515030,1515030
INV-04-0262,2023-12,CUS-0262,CTR-0262,recurring,1515030,1515030,1515030
INV-04-0263,2023-12,CUS-0263,CTR-0263,recurring,1515030,1515030,1515030
INV-04-0264,2023-12,CUS-0264,CTR-0264,recurring,1515030,1515030,1515030
INV-04-0265,2023-12,CUS-0265,CTR-0265,recurring,1515030,1515030,1515030
INV-04-0266,2023-12,CUS-0266,CTR-0266,recurring,1515030,1515030,1515030
INV-04-0267,2023-12,CUS-0267,CTR-0267,recurring,1515030,1515030,1515030
INV-04-0268,2023-12,CUS-0268,CTR-0268,recurring,1515030,1515030,1515030
INV-04-0269,2023-12,CUS-0269,CTR-0269,recurring,1515030,1515030,1515030
INV-04-0270,2023-12,CUS-0270,CTR-0270,recurring,1515030,1515030,1515030
INV-04-0271,2023-12,CUS-0271,CTR-0271,recurring,1515030,1515030,1515030
INV-04-0272,2023-12,CUS-0272,CTR-0272,recurring,1515030,1515030,1515030
INV-04-0273,2023-12,CUS-0273,CTR-0273,recurring,1515030,1515030,1515030
INV-04-0274,2023-12,CUS-0274,CTR-0274,recurring,1515030,1515030,1515030
INV-04-0275,2023-12,CUS-0275,CTR-0275,recurring,1515030,1515030,1515030
INV-04-0276,2023-12,CUS-0276,CTR-0276,recurring,1515030,1515030,1515030
INV-04-0277,2023-12,CUS-0277,CTR-0277,recurring,1515030,1515030,1515030
INV-04-0278,2023-12,CUS-0278,CTR-0278,recurring,1515030,1515030,1515030
INV-04-0279,2023-12,CUS-0279,CTR-0279,recurring,1515030,1515030,1515030
INV-04-0280,2023-12,CUS-0280,CTR-0280,recurring,1515030,1515030,1515030
INV-04-0281,2023-12,CUS-0281,CTR-0281,recurring,1515030,1515030,1515030
INV-04-0282,2023-12,CUS-0282,CTR-0282,recurring,1515030,1515030,1515030
INV-04-0283,2023-12,CUS-0283,CTR-0283,recurring,1515030,1515030,1515030
INV-04-0284,2023-12,CUS-0284,CTR-0284,recurring,1515030,1515030,1515030
INV-04-0285,2023-12,CUS-0285,CTR-0285,recurring,1515030,1515030,1515030
INV-04-0286,2023-12,CUS-0286,CTR-0286,recurring,1515030,1515030,1515030
INV-04-0287,2023-12,CUS-0287,CTR-0287,recurring,1515030,1515030,1515030
INV-04-0288,2023-12,CUS-0288,CTR-0288,recurring,1515030,1515030,1515030
INV-04-0289,2023-12,CUS-0289,CTR-0289,recurring,1515030,1515030,1515030
INV-04-0290,2023-12,CUS-0290,CTR-0290,recurring,1515030,1515030,1515030
INV-04-0291,2023-12,CUS-0291,CTR-0291,recurring,1515030,1515030,1515030
INV-04-0292,2023-12,CUS-0292,CTR-0292,recurring,1515030,1515030,1515030
INV-04-0293,2023-12,CUS-0293,CTR-0293,recurring,1515030,1515030,1515030
INV-04-0294,2023-12,CUS-0294,CTR-0294,recurring,1515030,1515030,1515030
INV-04-0295,2023-12,CUS-0295,CTR-0295,recurring,1515030,1515030,1515030
INV-04-0296,2023-12,CUS-0296,CTR-0296,recurring,1515030,1515030,1515030
INV-04-0297,2023-12,CUS-0297,CTR-0297,recurring,1515030,1515030,1515030
INV-04-0298,2023-12,CUS-0298,CTR-0298,recurring,1515030,1515030,1515030
INV-04-0299,2023-12,CUS-0299,CTR-0299,recurring,1515030,1515030,1515030
INV-04-0300,2023-12,CUS-0300,CTR-0300,recurring,1515030,1515030,1515030
INV-04-0301,2023-12,CUS-0301,CTR-0301,recurring,1515030,1515030,1515030
INV-04-0302,2023-12,CUS-0302,CTR-0302,recurring,1515030,1515030,1515030
INV-04-0303,2023-12,CUS-0303,CTR-0303,recurring,1515030,1515030,1515030
INV-04-0304,2023-12,CUS-0304,CTR-0304,recurring,1515030,1515030,1515030
INV-04-0305,2023-12,CUS-0305,CTR-0305,recurring,1515030,1515030,1515030
INV-04-0306,2023-12,CUS-0306,CTR-0306,recurring,1515030,1515030,1515030
INV-04-0307,2023-12,CUS-0307,CTR-0307,recurring,1515030,1515030,1515030
INV-04-0308,2023-12,CUS-0308,CTR-0308,recurring,1515030,1515030,1515030
INV-04-0309,2023-12,CUS-0309,CTR-0309,recurring,1515030,1515030,1515030
INV-04-0310,2023-12,CUS-0310,CTR-0310,recurring,1515030,1515030,1515030
INV-04-0311,2023-12,CUS-0311,CTR-0311,recurring,1515029,1515029,1515029
INV-04-0312,2023-12,CUS-0312,CTR-0312,recurring,1515029,1515029,1515029
INV-04-0313,2023-12,CUS-0313,CTR-0313,recurring,1515029,1515029,1515029
INV-04-0314,2023-12,CUS-0314,CTR-0314,recurring,1515029,1515029,1515029
INV-04-0315,2023-12,CUS-0315,CTR-0315,recurring,1515029,1515029,1515029
INV-04-0316,2023-12,CUS-0316,CTR-0316,recurring,1515029,1515029,1515029
INV-04-0317,2023-12,CUS-0317,CTR-0317,recurring,1515029,1515029,1515029
INV-04-0318,2023-12,CUS-0318,CTR-0318,recurring,1515029,1515029,1515029
INV-04-0319,2023-12,CUS-0319,CTR-0319,recurring,1515029,1515029,1515029
INV-04-0320,2023-12,CUS-0320,CTR-0320,recurring,1515029,1515029,1515029
INV-04-0321,2023-12,CUS-0321,CTR-0321,recurring,1515029,1515029,1515029
INV-04-0322,2023-12,CUS-0322,CTR-0322,recurring,1515029,1515029,1515029
INV-04-0323,2023-12,CUS-0323,CTR-0323,recurring,1515029,1515029,1515029
INV-04-0324,2023-12,CUS-0324,CTR-0324,recurring,1515029,1515029,1515029
INV-04-0325,2023-12,CUS-0325,CTR-0325,recurring,1515029,1515029,1515029
INV-04-0326,2023-12,CUS-0326,CTR-0326,recurring,1515029,1515029,1515029
INV-04-0327,2023-12,CUS-0327,CTR-0327,recurring,1515029,1515029,1515029
INV-04-0328,2023-12,CUS-0328,CTR-0328,recurring,1515029,1515029,1515029
INV-04-0329,2023-12,CUS-0329,CTR-0329,recurring,1515029,1515029,1515029
INV-04-0330,2023-12,CUS-0330,CTR-0330,recurring,1515029,1515029,1515029
INV-04-0331,2023-12,CUS-0331,CTR-0331,recurring,1515029,1515029,1515029
INV-04-0332,2023-12,CUS-0332,CTR-0332,recurring,1515029,1515029,1515029
INV-04-0333,2023-12,CUS-0333,CTR-0333,recurring,1515029,1515029,1515029
INV-04-0334,2023-12,CUS-0334,CTR-0334,recurring,1515029,1515029,1515029
INV-04-0335,2023-12,CUS-0335,CTR-0335,recurring,1515029,1515029,1515029
INV-04-0336,2023-12,CUS-0336,CTR-0336,recurring,1515029,1515029,1515029
INV-04-0337,2023-12,CUS-0337,CTR-0337,recurring,1515029,1515029,1515029
INV-04-0338,2023-12,CUS-0338,CTR-0338,recurring,1515029,1515029,1515029
INV-04-0339,2023-12,CUS-0339,CTR-0339,recurring,1515029,1515029,1515029
INV-04-0340,2023-12,CUS-0340,CTR-0340,recurring,1515029,1515029,1515029
INV-04-0341,2023-12,CUS-0341,CTR-0341,recurring,1515029,1515029,1515029
INV-04-0342,2023-12,CUS-0342,CTR-0342,recurring,1515029,1515029,1515029
INV-04-0343,2023-12,CUS-0343,CTR-0343,recurring,1515029,1515029,1515029
INV-04-0344,2023-12,CUS-0344,CTR-0344,recurring,1515029,1515029,1515029
INV-04-0345,2023-12,CUS-0345,CTR-0345,recurring,1515029,1515029,1515029
INV-04-0346,2023-12,CUS-0346,CTR-0346,recurring,1515029,1515029,1515029
INV-04-0347,2023-12,CUS-0347,CTR-0347,recurring,1515029,1515029,1515029
INV-04-0348,2023-12,CUS-0348,CTR-0348,recurring,1515029,1515029,1515029
INV-04-0349,2023-12,CUS-0349,CTR-0349,recurring,1515029,1515029,1515029
INV-04-0350,2023-12,CUS-0350,CTR-0350,recurring,1515029,1515029,1515029
INV-04-0351,2023-12,CUS-0351,CTR-0351,recurring,1515029,1515029,1515029
INV-04-0352,2023-12,CUS-0352,CTR-0352,recurring,1515029,1515029,1515029
INV-04-0353,2023-12,CUS-0353,CTR-0353,recurring,1515029,1515029,1515029
INV-04-0354,2023-12,CUS-0354,CTR-0354,recurring,1515029,1515029,1515029
INV-04-0355,2023-12,CUS-0355,CTR-0355,recurring,1515029,1515029,1515029
INV-04-0356,2023-12,CUS-0356,CTR-0356,recurring,1515029,1515029,1515029
INV-04-0357,2023-12,CUS-0357,CTR-0357,recurring,1515029,1515029,1515029
INV-04-0358,2023-12,CUS-0358,CTR-0358,recurring,1515029,1515029,1515029
INV-04-0359,2023-12,CUS-0359,CTR-0359,recurring,1515029,1515029,1515029
INV-04-0360,2023-12,CUS-0360,CTR-0360,recurring,1515029,1515029,1515029
INV-04-0361,2023-12,CUS-0361,CTR-0361,recurring,1515029,1515029,1515029
INV-04-0362,2023-12,CUS-0362,CTR-0362,recurring,1515029,1515029,1515029
INV-04-0363,2023-12,CUS-0363,CTR-0363,recurring,1515029,1515029,1515029
INV-04-0364,2023-12,CUS-0364,CTR-0364,recurring,1515029,1515029,1515029
INV-04-0365,2023-12,CUS-0365,CTR-0365,recurring,1515029,1515029,1515029
INV-04-0366,2023-12,CUS-0366,CTR-0366,recurring,1515029,1515029,1515029
INV-04-0367,2023-12,CUS-0367,CTR-0367,recurring,1515029,1515029,1515029
INV-04-0368,2023-12,CUS-0368,CTR-0368,recurring,1515029,1515029,1515029
INV-04-0369,2023-12,CUS-0369,CTR-0369,recurring,1515029,1515029,1515029
INV-04-0370,2023-12,CUS-0370,CTR-0370,recurring,1515029,1515029,1515029
INV-04-0371,2023-12,CUS-0371,CTR-0371,recurring,1515029,1515029,1515029
INV-04-0372,2023-12,CUS-0372,CTR-0372,recurring,1515029,1515029,1515029
INV-04-0373,2023-12,CUS-0373,CTR-0373,recurring,1515029,1515029,1515029
INV-04-0374,2023-12,CUS-0374,CTR-0374,recurring,1515029,1515029,1515029
INV-04-0375,2023-12,CUS-0375,CTR-0375,recurring,1515029,1515029,1515029
INV-04-0376,2023-12,CUS-0376,CTR-0376,recurring,1515029,1515029,1515029
INV-04-0377,2023-12,CUS-0377,CTR-0377,recurring,1515029,1515029,1515029
INV-04-0378,2023-12,CUS-0378,CTR-0378,recurring,1515029,1515029,1515029
INV-04-0379,2023-12,CUS-0379,CTR-0379,recurring,1515029,1515029,1515029
INV-04-0380,2023-12,CUS-0380,CTR-0380,recurring,1515029,1515029,1515029
INV-04-0381,2023-12,CUS-0381,CTR-0381,recurring,1515029,1515029,1515029
INV-04-0382,2023-12,CUS-0382,CTR-0382,recurring,1515029,1515029,1515029
INV-04-0383,2023-12,CUS-0383,CTR-0383,recurring,1515029,1515029,1515029
INV-04-0384,2023-12,CUS-0384,CTR-0384,recurring,1515029,1515029,1515029
INV-04-0385,2023-12,CUS-0385,CTR-0385,recurring,1515029,1515029,1515029
INV-04-0386,2023-12,CUS-0386,CTR-0386,recurring,1515029,1515029,1515029
INV-04-0387,2023-12,CUS-0387,CTR-0387,recurring,1515029,1515029,1515029
INV-04-0388,2023-12,CUS-0388,CTR-0388,recurring,1515029,1515029,1515029
INV-04-0389,2023-12,CUS-0389,CTR-0389,recurring,1515029,1515029,1515029
INV-04-0390,2023-12,CUS-0390,CTR-0390,recurring,1515029,1515029,1515029
INV-04-0391,2023-12,CUS-0391,CTR-0391,recurring,1515029,1515029,1515029
INV-04-0392,2023-12,CUS-0392,CTR-0392,recurring,1515029,1515029,1515029
INV-04-0393,2023-12,CUS-0393,CTR-0393,recurring,1515029,1515029,1515029
INV-04-0394,2023-12,CUS-0394,CTR-0394,recurring,1515029,1515029,1515029
INV-04-0395,2023-12,CUS-0395,CTR-0395,recurring,1515029,1515029,1515029
INV-04-0396,2023-12,CUS-0396,CTR-0396,recurring,1515029,1515029,1515029
INV-04-0397,2023-12,CUS-0397,CTR-0397,recurring,1515029,1515029,1515029
INV-04-0398,2023-12,CUS-0398,CTR-0398,recurring,1515029,1515029,1515029
INV-04-0399,2023-12,CUS-0399,CTR-0399,recurring,1515029,1515029,1515029
INV-04-0400,2023-12,CUS-0400,CTR-0400,recurring,1515029,1515029,1515029
INV-04-0401,2023-12,CUS-0401,CTR-0401,recurring,1515029,1515029,1515029
INV-04-0402,2023-12,CUS-0402,CTR-0402,recurring,1515029,1515029,1515029
INV-04-0403,2023-12,CUS-0403,CTR-0403,recurring,1515029,1515029,1515029
INV-04-0404,2023-12,CUS-0404,CTR-0404,recurring,1515029,1515029,1515029
INV-04-0405,2023-12,CUS-0405,CTR-0405,recurring,1515029,1515029,1515029
INV-04-0406,2023-12,CUS-0406,CTR-0406,recurring,1515029,1515029,1515029
INV-04-0407,2023-12,CUS-0407,CTR-0407,recurring,1515029,1515029,1515029
INV-04-0408,2023-12,CUS-0408,CTR-0408,recurring,1515029,1515029,1515029
INV-04-0409,2023-12,CUS-0409,CTR-0409,recurring,1515029,1515029,1515029
INV-04-0410,2023-12,CUS-0410,CTR-0410,recurring,1515029,1515029,1515029
INV-04-0411,2023-12,CUS-0411,CTR-0411,recurring,1515029,1515029,1515029
INV-04-0412,2023-12,CUS-0412,CTR-0412,recurring,1515029,1515029,1515029
INV-04-0413,2023-12,CUS-0413,CTR-0413,recurring,1515029,1515029,1515029
INV-04-0414,2023-12,CUS-0414,CTR-0414,recurring,1515029,1515029,1515029
INV-04-0415,2023-12,CUS-0415,CTR-0415,recurring,1515029,1515029,1515029
INV-04-0416,2023-12,CUS-0416,CTR-0416,recurring,1515029,1515029,1515029
INV-04-0417,2023-12,CUS-0417,CTR-0417,recurring,1515029,1515029,1515029
INV-04-0418,2023-12,CUS-0418,CTR-0418,recurring,1515029,1515029,1515029
INV-04-0419,2023-12,CUS-0419,CTR-0419,recurring,1515029,1515029,1515029
INV-04-0420,2023-12,CUS-0420,CTR-0420,recurring,1515029,1515029,1515029
INV-04-0421,2023-12,CUS-0421,CTR-0421,recurring,1515029,1515029,1515029
INV-04-0422,2023-12,CUS-0422,CTR-0422,recurring,1515029,1515029,1515029
INV-04-0423,2023-12,CUS-0423,CTR-0423,recurring,1515029,1515029,1515029
INV-04-0424,2023-12,CUS-0424,CTR-0424,recurring,1515029,1515029,1515029
INV-04-0425,2023-12,CUS-0425,CTR-0425,recurring,1515029,1515029,1515029
INV-04-0426,2023-12,CUS-0426,CTR-0426,recurring,1515029,1515029,1515029
INV-04-0427,2023-12,CUS-0427,CTR-0427,recurring,1515029,1515029,1515029
INV-04-0428,2023-12,CUS-0428,CTR-0428,recurring,1515029,1515029,1515029
INV-04-0429,2023-12,CUS-0429,CTR-0429,recurring,1515029,1515029,1515029
INV-04-0430,2023-12,CUS-0430,CTR-0430,recurring,1515029,1515029,1515029
INV-04-0431,2023-12,CUS-0431,CTR-0431,recurring,1515029,1515029,1515029
INV-04-0432,2023-12,CUS-0432,CTR-0432,recurring,1515029,1515029,1515029
INV-04-0433,2023-12,CUS-0433,CTR-0433,recurring,1515029,1515029,1515029
INV-04-0434,2023-12,CUS-0434,CTR-0434,recurring,1515029,1515029,1515029
INV-04-0435,2023-12,CUS-0435,CTR-0435,recurring,1515029,1515029,1515029
INV-04-0436,2023-12,CUS-0436,CTR-0436,recurring,1515029,1515029,1515029
INV-04-0437,2023-12,CUS-0437,CTR-0437,recurring,1515029,1515029,1515029
INV-04-0438,2023-12,CUS-0438,CTR-0438,recurring,1515029,1515029,1515029
INV-04-0439,2023-12,CUS-0439,CTR-0439,recurring,1515029,1515029,1515029
INV-04-0440,2023-12,CUS-0440,CTR-0440,recurring,1515029,1515029,1515029
INV-04-0441,2023-12,CUS-0441,CTR-0441,recurring,1515029,1515029,1515029
INV-04-0442,2023-12,CUS-0442,CTR-0442,recurring,1515029,1515029,1515029
INV-04-0443,2023-12,CUS-0443,CTR-0443,recurring,1515029,1515029,1515029
INV-04-0444,2023-12,CUS-0444,CTR-0444,recurring,1515029,1515029,1515029
INV-04-0445,2023-12,CUS-0445,CTR-0445,recurring,1515029,1515029,1515029
INV-04-0446,2023-12,CUS-0446,CTR-0446,recurring,1515029,1515029,1515029
INV-04-0447,2023-12,CUS-0447,CTR-0447,recurring,1515029,1515029,1515029
INV-04-0448,2023-12,CUS-0448,CTR-0448,recurring,1515029,1515029,1515029
INV-04-0449,2023-12,CUS-0449,CTR-0449,recurring,1515029,1515029,1515029
INV-04-0450,2023-12,CUS-0450,CTR-0450,recurring,1515029,1515029,1515029
INV-04-0451,2023-12,CUS-0451,CTR-0451,recurring,1515029,1515029,1515029
INV-04-0452,2023-12,CUS-0452,CTR-0452,recurring,1515029,1515029,1515029
INV-04-0453,2023-12,CUS-0453,CTR-0453,recurring,1515029,1515029,1515029
INV-04-0454,2023-12,CUS-0454,CTR-0454,recurring,1515029,1515029,1515029
INV-04-0455,2023-12,CUS-0455,CTR-0455,recurring,1515029,1515029,1515029
INV-04-0456,2023-12,CUS-0456,CTR-0456,recurring,1515029,1515029,1515029
INV-04-0457,2023-12,CUS-0457,CTR-0457,recurring,1515029,1515029,1515029
INV-04-0458,2023-12,CUS-0458,CTR-0458,recurring,1515029,1515029,1515029
INV-04-0459,2023-12,CUS-0459,CTR-0459,recurring,1515029,1515029,1515029
INV-04-0460,2023-12,CUS-0460,CTR-0460,recurring,1515029,1515029,1515029
INV-04-0461,2023-12,CUS-0461,CTR-0461,recurring,1515029,1515029,1515029
INV-04-0462,2023-12,CUS-0462,CTR-0462,recurring,1515029,1515029,1515029
INV-04-0463,2023-12,CUS-0463,CTR-0463,recurring,1515029,1515029,1515029
INV-04-0464,2023-12,CUS-0464,CTR-0464,recurring,1515029,1515029,1515029
INV-04-0465,2023-12,CUS-0465,CTR-0465,recurring,1515029,1515029,1515029
INV-04-0466,2023-12,CUS-0466,CTR-0466,recurring,1515029,1515029,1515029
INV-04-0467,2023-12,CUS-0467,CTR-0467,recurring,1515029,1515029,1515029
INV-04-0468,2023-12,CUS-0468,CTR-0468,recurring,1515029,1515029,1515029
INV-04-0469,2023-12,CUS-0469,CTR-0469,recurring,1515029,1515029,1515029
INV-04-0470,2023-12,CUS-0470,CTR-0470,recurring,1515029,1515029,1515029
INV-04-0471,2023-12,CUS-0471,CTR-0471,recurring,1515029,1515029,1515029
INV-04-0472,2023-12,CUS-0472,CTR-0472,recurring,1515029,1515029,1515029
INV-04-0473,2023-12,CUS-0473,CTR-0473,recurring,1515029,1515029,1515029
INV-04-0474,2023-12,CUS-0474,CTR-0474,recurring,1515029,1515029,1515029
INV-04-0475,2023-12,CUS-0475,CTR-0475,recurring,1515029,1515029,1515029
INV-04-0476,2023-12,CUS-0476,CTR-0476,recurring,1515029,1515029,1515029
INV-04-0477,2023-12,CUS-0477,CTR-0477,recurring,1515029,1515029,1515029
INV-04-0478,2023-12,CUS-0478,CTR-0478,recurring,1515029,1515029,1515029
INV-04-0479,2023-12,CUS-0479,CTR-0479,recurring,1515029,1515029,1515029
INV-04-0480,2023-12,CUS-0480,CTR-0480,recurring,1515029,1515029,1515029
INV-04-0481,2023-12,CUS-0481,CTR-0481,recurring,1515029,1515029,1515029
INV-04-0482,2023-12,CUS-0482,CTR-0482,recurring,1515029,1515029,1515029
INV-04-0483,2023-12,CUS-0483,CTR-0483,recurring,1515029,1515029,1515029
INV-04-0484,2023-12,CUS-0484,CTR-0484,recurring,1515029,1515029,1515029
INV-04-0485,2023-12,CUS-0485,CTR-0485,recurring,1515029,1515029,1515029
INV-04-0486,2023-12,CUS-0486,CTR-0486,recurring,1515029,1515029,1515029
INV-04-0487,2023-12,CUS-0487,CTR-0487,recurring,1515029,1515029,1515029
INV-04-0488,2023-12,CUS-0488,CTR-0488,recurring,1515029,1515029,1515029
INV-04-0489,2023-12,CUS-0489,CTR-0489,recurring,1515029,1515029,1515029
INV-04-0490,2023-12,CUS-0490,CTR-0490,recurring,1515029,1515029,1515029
INV-04-0491,2023-12,CUS-0491,CTR-0491,recurring,1515029,1515029,1515029
