employee_id,entity_id,role,monthly_salary_cents
EMP-0725,ENT-06,engineering,166667
EMP-0726,ENT-02,operations,166667
EMP-0727,ENT-03,commercial,166667
EMP-0728,ENT-04,support,166667
EMP-0729,ENT-05,engineering,166667
EMP-0730,ENT-06,operations,166667
EMP-0731,ENT-02,commercial,166667
EMP-0732,ENT-03,support,166667
EMP-0733,ENT-04,engineering,166667
EMP-0734,ENT-05,operations,166667
EMP-0735,ENT-06,commercial,166667
EMP-0736,ENT-02,support,166667
EMP-0737,ENT-03,engineering,166667
EMP-0738,ENT-04,operations,166667
EMP-0739,ENT-05,commercial,166667
EMP-0740,ENT-06,support,166667
EMP-0741,ENT-02,engineering,166667
EMP-0742,ENT-03,operations,166667
EMP-0743,ENT-04,commercial,166667
EMP-0744,ENT-05,support,166667
EMP-0745,ENT-06,engineering,166667
EMP-0746,ENT-02,operations,166667
EMP-0747,ENT-03,commercial,166667
EMP-0748,ENT-04,support,166667
EMP-0749,ENT-05,engineering,166667
EMP-0750,ENT-06,operations,166667
EMP-0751,ENT-02,commercial,166667
EMP-0752,ENT-03,support,166667
EMP-0753,ENT-04,engineering,166667
EMP-0754,ENT-05,operations,166667
EMP-0755,ENT-06,commercial,166667
EMP-0756,ENT-02,support,166667
EMP-0757,ENT-03,engineering,166667
EMP-0758,ENT-04,operations,166667
EMP-0759,ENT-05,commercial,166667
EMP-0760,ENT-06,support,166667
EMP-0761,ENT-02,engineering,166667
EMP-0762,ENT-03,operations,166667
EMP-0763,ENT-04,commercial,166667
EMP-0764,ENT-05,support,166667
EMP-0765,ENT-06,engineering,166667
EMP-0766,ENT-02,operations,166667
EMP-0767,ENT-03,commercial,166667
EMP-0768,ENT-04,support,166667
EMP-0769,ENT-05,engineering,166667
EMP-0770,ENT-06,operations,166667
EMP-0771,ENT-02,commercial,166667
EMP-0772,ENT-03,support,166667
EMP-0773,ENT-04,engineering,166667
EMP-0774,ENT-05,operations,166667
EMP-0775,ENT-06,commercial,166667
EMP-0776,ENT-02,support,166667
EMP-0777,ENT-03,engineering,166667
EMP-0778,ENT-04,operations,166667
EMP-0779,ENT-05,commercial,166667
EMP-0780,ENT-06,support,166667
EMP-0781,ENT-02,engineering,166667
EMP-0782,ENT-03,operations,166667
EMP-0783,ENT-04,commercial,166667
EMP-0784,ENT-05,support,166667
EMP-0785,ENT-06,engineering,166667
EMP-0786,ENT-02,operations,166667
EMP-0787,ENT-03,commercial,166667
EMP-0788,ENT-04,support,166667
EMP-0789,ENT-05,engineering,166667
EMP-0790,ENT-06,operations,166667
EMP-0791,ENT-02,commercial,166667
EMP-0792,ENT-03,support,166667
EMP-0793,ENT-04,engineering,166667
EMP-0794,ENT-05,operations,166667
EMP-0795,ENT-06,commercial,166667
EMP-0796,ENT-02,support,166667
EMP-0797,ENT-03,engineering,166667
EMP-0798,ENT-04,operations,166667
EMP-0799,ENT-05,commercial,166667
EMP-0800,ENT-06,support,166667
EMP-0801,ENT-02,engineering,166666
EMP-0802,ENT-03,operations,166666
EMP-0803,ENT-04,commercial,166666
EMP-0804,ENT-05,support,166666
EMP-0805,ENT-06,engineering,166666
EMP-0806,ENT-02,operations,166666
EMP-0807,ENT-03,commercial,166666
EMP-0808,ENT-04,support,166666
EMP-0809,ENT-05,engineering,166666
EMP-0810,ENT-06,operations,166666
EMP-0811,ENT-02,commercial,166666
EMP-0812,ENT-03,support,166666
EMP-0813,ENT-04,engineering,166666
EMP-0814,ENT-05,operations,166666
EMP-0815,ENT-06,commercial,166666
EMP-0816,ENT-02,support,166666
EMP-0817,ENT-03,engineering,166666
EMP-0818,ENT-04,operations,166666
EMP-0819,ENT-05,commercial,166666
EMP-0820,ENT-06,support,166666
EMP-0821,ENT-02,engineering,166666
EMP-0822,ENT-03,operations,166666
EMP-0823,ENT-04,commercial,166666
EMP-0824,ENT-05,support,166666
EMP-0825,ENT-06,engineering,166666
EMP-0826,ENT-02,operations,166666
EMP-0827,ENT-03,commercial,166666
EMP-0828,ENT-04,support,166666
EMP-0829,ENT-05,engineering,166666
EMP-0830,ENT-06,operations,166666
EMP-0831,ENT-02,commercial,166666
EMP-0832,ENT-03,support,166666
EMP-0833,ENT-04,engineering,166666
EMP-0834,ENT-05,operations,166666
EMP-0835,ENT-06,commercial,166666
EMP-0836,ENT-02,support,166666
EMP-0837,ENT-03,engineering,166666
EMP-0838,ENT-04,operations,166666
EMP-0839,ENT-05,commercial,166666
EMP-0840,ENT-06,support,166666
EMP-0841,ENT-02,engineering,166666
EMP-0842,ENT-03,operations,166666
EMP-0843,ENT-04,commercial,166666
EMP-0844,ENT-05,support,166666
EMP-0845,ENT-06,engineering,166666
EMP-0846,ENT-02,operations,166666
EMP-0847,ENT-03,commercial,166666
EMP-0848,ENT-04,support,166666
EMP-0849,ENT-05,engineering,166666
EMP-0850,ENT-06,operations,166666
EMP-0851,ENT-02,commercial,166666
EMP-0852,ENT-03,support,166666
EMP-0853,ENT-04,engineering,166666
EMP-0854,ENT-05,operations,166666
EMP-0855,ENT-06,commercial,166666
EMP-0856,ENT-02,support,166666
EMP-0857,ENT-03,engineering,166666
EMP-0858,ENT-04,operations,166666
EMP-0859,ENT-05,commercial,166666
EMP-0860,ENT-06,support,166666
EMP-0861,ENT-02,engineering,166666
EMP-0862,ENT-03,operations,166666
EMP-0863,ENT-04,commercial,166666
EMP-0864,ENT-05,support,166666
EMP-0865,ENT-06,engineering,166666
EMP-0866,ENT-02,operations,166666
EMP-0867,ENT-03,commercial,166666
EMP-0868,ENT-04,support,166666
EMP-0869,ENT-05,engineering,166666
EMP-0870,ENT-06,operations,166666
EMP-0871,ENT-02,commercial,166666
EMP-0872,ENT-03,support,166666
EMP-0873,ENT-04,engineering,166666
EMP-0874,ENT-05,operations,166666
EMP-0875,ENT-06,commercial,166666
EMP-0876,ENT-02,support,166666
EMP-0877,ENT-03,engineering,166666
EMP-0878,ENT-04,operations,166666
EMP-0879,ENT-05,commercial,166666
EMP-0880,ENT-06,support,166666
EMP-0881,ENT-02,engineering,166666
EMP-0882,ENT-03,operations,166666
EMP-0883,ENT-04,commercial,166666
EMP-0884,ENT-05,support,166666
EMP-0885,ENT-06,engineering,166666
EMP-0886,ENT-02,operations,166666
EMP-0887,ENT-03,commercial,166666
EMP-0888,ENT-04,support,166666
EMP-0889,ENT-05,engineering,166666
EMP-0890,ENT-06,operations,166666
EMP-0891,ENT-02,commercial,166666
EMP-0892,ENT-03,support,166666
EMP-0893,ENT-04,engineering,166666
EMP-0894,ENT-05,operations,166666
EMP-0895,ENT-06,commercial,166666
EMP-0896,ENT-02,support,166666
EMP-0897,ENT-03,engineering,166666
EMP-0898,ENT-04,operations,166666
EMP-0899,ENT-05,commercial,166666
EMP-0900,ENT-06,support,166666
EMP-0901,ENT-02,engineering,166666
EMP-0902,ENT-03,operations,166666
EMP-0903,ENT-04,commercial,166666
EMP-0904,ENT-05,support,166666
EMP-0905,ENT-06,engineering,166666
EMP-0906,ENT-02,operations,166666
EMP-0907,ENT-03,commercial,166666
EMP-0908,ENT-04,support,166666
EMP-0909,ENT-05,engineering,166666
EMP-0910,ENT-06,operations,166666
EMP-0911,ENT-02,commercial,166666
EMP-0912,ENT-03,support,166666
EMP-0913,ENT-04,engineering,166666
EMP-0914,ENT-05,operations,166666
EMP-0915,ENT-06,commercial,166666
EMP-0916,ENT-02,support,166666
EMP-0917,ENT-03,engineering,166666
EMP-0918,ENT-04,operations,166666
EMP-0919,ENT-05,commercial,166666
EMP-0920,ENT-06,support,166666
EMP-0921,ENT-02,engineering,166666
EMP-0922,ENT-03,operations,166666
EMP-0923,ENT-04,commercial,166666
EMP-0924,ENT-05,support,166666
EMP-0925,ENT-06,engineering,166666
EMP-0926,ENT-02,operations,166666
EMP-0927,ENT-03,commercial,166666
EMP-0928,ENT-04,support,166666
EMP-0929,ENT-05,engineering,166666
EMP-0930,ENT-06,operations,166666
EMP-0931,ENT-02,commercial,166666
EMP-0932,ENT-03,support,166666
EMP-0933,ENT-04,engineering,166666
EMP-0934,ENT-05,operations,166666
EMP-0935,ENT-06,commercial,166666
EMP-0936,ENT-02,support,166666
EMP-0937,ENT-03,engineering,166666
EMP-0938,ENT-04,operations,166666
EMP-0939,ENT-05,commercial,166666
EMP-0940,ENT-06,support,166666
EMP-0941,ENT-02,engineering,166666
EMP-0942,ENT-03,operations,166666
EMP-0943,ENT-04,commercial,166666
EMP-0944,ENT-05,support,166666
EMP-0945,ENT-06,engineering,166666
EMP-0946,ENT-02,operations,166666
EMP-0947,ENT-03,commercial,166666
EMP-0948,ENT-04,support,166666
EMP-0949,ENT-05,engineering,166666
EMP-0950,ENT-06,operations,166666
EMP-0951,ENT-02,commercial,166666
EMP-0952,ENT-03,support,166666
EMP-0953,ENT-04,engineering,166666
EMP-0954,ENT-05,operations,166666
EMP-0955,ENT-06,commercial,166666
EMP-0956,ENT-02,support,166666
EMP-0957,ENT-03,engineering,166666
EMP-0958,ENT-04,operations,166666
EMP-0959,ENT-05,commercial,166666
EMP-0960,ENT-06,support,166666
EMP-0961,ENT-02,engineering,166666
EMP-0962,ENT-03,operations,166666
EMP-0963,ENT-04,commercial,166666
EMP-0964,ENT-05,support,166666
EMP-0965,ENT-06,engineering,166666
EMP-0966,ENT-02,operations,166666
EMP-0967,ENT-03,commercial,166666
EMP-0968,ENT-04,support,166666
EMP-0969,ENT-05,engineering,166666
EMP-0970,ENT-06,operations,166666
EMP-0971,ENT-02,commercial,166666
EMP-0972,ENT-03,support,166666
EMP-0973,ENT-04,engineering,166666
EMP-0974,ENT-05,operations,166666
EMP-0975,ENT-06,commercial,166666
EMP-0976,ENT-02,support,166666
EMP-0977,ENT-03,engineering,166666
EMP-0978,ENT-04,operations,166666
EMP-0979,ENT-05,commercial,166666
EMP-0980,ENT-06,support,166666
EMP-0981,ENT-02,engineering,166666
EMP-0982,ENT-03,operations,166666
EMP-0983,ENT-04,commercial,166666
EMP-0984,ENT-05,support,166666
EMP-0985,ENT-06,engineering,166666
EMP-0986,ENT-02,operations,166666
EMP-0987,ENT-03,commercial,166666
EMP-0988,ENT-04,support,166666
EMP-0989,ENT-05,engineering,166666
EMP-0990,ENT-06,operations,166666
EMP-0991,ENT-02,commercial,166666
EMP-0992,ENT-03,support,166666
EMP-0993,ENT-04,engineering,166666
EMP-0994,ENT-05,operations,166666
EMP-0995,ENT-06,commercial,166666
EMP-0996,ENT-02,support,166666
EMP-0997,ENT-03,engineering,166666
EMP-0998,ENT-04,operations,166666
EMP-0999,ENT-05,commercial,166666
EMP-1000,ENT-06,support,166666
EMP-1001,ENT-02,engineering,166666
EMP-1002,ENT-03,operations,166666
EMP-1003,ENT-04,commercial,166666
EMP-1004,ENT-05,support,166666
EMP-1005,ENT-06,engineering,166666
EMP-1006,ENT-02,operations,166666
EMP-1007,ENT-03,commercial,166666
EMP-1008,ENT-04,support,166666
EMP-1009,ENT-05,engineering,166666
EMP-1010,ENT-06,operations,166666
EMP-1011,ENT-02,commercial,166666
EMP-1012,ENT-03,support,166666
EMP-1013,ENT-04,engineering,166666
EMP-1014,ENT-05,operations,166666
EMP-1015,ENT-06,commercial,166666
EMP-1016,ENT-02,support,166666
EMP-1017,ENT-03,engineering,166666
EMP-1018,ENT-04,operations,166666
EMP-1019,ENT-05,commercial,166666
EMP-1020,ENT-06,support,166666
EMP-1021,ENT-02,engineering,166666
EMP-1022,ENT-03,operations,166666
EMP-1023,ENT-04,commercial,166666
EMP-1024,ENT-05,support,166666
EMP-1025,ENT-06,engineering,166666
EMP-1026,ENT-02,operations,166666
EMP-1027,ENT-03,commercial,166666
EMP-1028,ENT-04,support,166666
EMP-1029,ENT-05,engineering,166666
EMP-1030,ENT-06,operations,166666
EMP-1031,ENT-02,commercial,166666
EMP-1032,ENT-03,support,166666
EMP-1033,ENT-04,engineering,166666
EMP-1034,ENT-05,operations,166666
EMP-1035,ENT-06,commercial,166666
EMP-1036,ENT-02,support,166666
EMP-1037,ENT-03,engineering,166666
EMP-1038,ENT-04,operations,166666
EMP-1039,ENT-05,commercial,166666
EMP-1040,ENT-06,support,166666
EMP-1041,ENT-02,engineering,166666
EMP-1042,ENT-03,operations,166666
EMP-1043,ENT-04,commercial,166666
EMP-1044,ENT-05,support,166666
EMP-1045,ENT-06,engineering,166666
EMP-1046,ENT-02,operations,166666
EMP-1047,ENT-03,commercial,166666
EMP-1048,ENT-04,support,166666
EMP-1049,ENT-05,engineering,166666
EMP-1050,ENT-06,operations,166666
EMP-1051,ENT-02,commercial,166666
EMP-1052,ENT-03,support,166666
EMP-1053,ENT-04,engineering,166666
EMP-1054,ENT-05,operations,166666
EMP-1055,ENT-06,commercial,166666
EMP-1056,ENT-02,support,166666
EMP-1057,ENT-03,engineering,166666
EMP-1058,ENT-04,operations,166666
EMP-1059,ENT-05,commercial,166666
EMP-1060,ENT-06,support,166666
EMP-1061,ENT-02,engineering,166666
EMP-1062,ENT-03,operations,166666
EMP-1063,ENT-04,commercial,166666
EMP-1064,ENT-05,support,166666
EMP-1065,ENT-06,engineering,166666
EMP-1066,ENT-02,operations,166666
EMP-1067,ENT-03,commercial,166666
EMP-1068,ENT-04,support,166666
EMP-1069,ENT-05,engineering,166666
EMP-1070,ENT-06,operations,166666
EMP-1071,ENT-02,commercial,166666
EMP-1072,ENT-03,support,166666
EMP-1073,ENT-04,engineering,166666
EMP-1074,ENT-05,operations,166666
EMP-1075,ENT-06,commercial,166666
EMP-1076,ENT-02,support,166666
EMP-1077,ENT-03,engineering,166666
EMP-1078,ENT-04,operations,166666
EMP-1079,ENT-05,commercial,166666
EMP-1080,ENT-06,support,166666
EMP-1081,ENT-02,engineering,166666
EMP-1082,ENT-03,operations,166666
EMP-1083,ENT-04,commercial,166666
EMP-1084,ENT-05,support,166666
EMP-1085,ENT-06,engineering,166666
EMP-1086,ENT-02,operations,166666
EMP-1087,ENT-03,commercial,166666
EMP-1088,ENT-04,support,166666
EMP-1089,ENT-05,engineering,166666
EMP-1090,ENT-06,operations,166666
EMP-1091,ENT-02,commercial,166666
EMP-1092,ENT-03,support,166666
EMP-1093,ENT-04,engineering,166666
EMP-1094,ENT-05,operations,166666
EMP-1095,ENT-06,commercial,166666
EMP-1096,ENT-02,support,166666
EMP-1097,ENT-03,engineering,166666
EMP-1098,ENT-04,operations,166666
EMP-1099,ENT-05,commercial,166666
EMP-1100,ENT-06,support,166666
EMP-1101,ENT-02,engineering,166666
EMP-1102,ENT-03,operations,166666
EMP-1103,ENT-04,commercial,166666
EMP-1104,ENT-05,support,166666
EMP-1105,ENT-06,engineering,166666
EMP-1106,ENT-02,operations,166666
EMP-1107,ENT-03,commercial,166666
EMP-1108,ENT-04,support,166666
EMP-1109,ENT-05,engineering,166666
EMP-1110,ENT-06,operations,166666
EMP-1111,ENT-02,commercial,166666
EMP-1112,ENT-03,support,166666
EMP-1113,ENT-04,engineering,166666
EMP-1114,ENT-05,operations,166666
EMP-1115,ENT-06,commercial,166666
EMP-1116,ENT-02,support,166666
EMP-1117,ENT-03,engineering,166666
EMP-1118,ENT-04,operations,166666
EMP-1119,ENT-05,commercial,166666
EMP-1120,ENT-06,support,166666
EMP-1121,ENT-02,engineering,166666
EMP-1122,ENT-03,operations,166666
EMP-1123,ENT-04,commercial,166666
EMP-1124,ENT-05,support,166666
EMP-1125,ENT-06,engineering,166666
EMP-1126,ENT-02,operations,166666
EMP-1127,ENT-03,commercial,166666
EMP-1128,ENT-04,support,166666
EMP-1129,ENT-05,engineering,166666
EMP-1130,ENT-06,operations,166666
EMP-1131,ENT-02,commercial,166666
EMP-1132,ENT-03,support,166666
EMP-1133,ENT-04,engineering,166666
EMP-1134,ENT-05,operations,166666
EMP-1135,ENT-06,commercial,166666
EMP-1136,ENT-02,support,166666
EMP-1137,ENT-03,engineering,166666
EMP-1138,ENT-04,operations,166666
EMP-1139,ENT-05,commercial,166666
EMP-1140,ENT-06,support,166666
EMP-1141,ENT-02,engineering,166666
EMP-1142,ENT-03,operations,166666
EMP-1143,ENT-04,commercial,166666
EMP-1144,ENT-05,support,166666
EMP-1145,ENT-06,engineering,166666
EMP-1146,ENT-02,operations,166666
EMP-1147,ENT-03,commercial,166666
EMP-1148,ENT-04,support,166666
EMP-1149,ENT-05,engineering,166666
EMP-1150,ENT-06,operations,166666
EMP-1151,ENT-02,commercial,166666
EMP-1152,ENT-03,support,166666
EMP-1153,ENT-04,engineering,166666
EMP-1154,ENT-05,operations,166666
EMP-1155,ENT-06,commercial,166666
EMP-1156,ENT-02,support,166666
EMP-1157,ENT-03,engineering,166666
EMP-1158,ENT-04,operations,166666
EMP-1159,ENT-05,commercial,166666
EMP-1160,ENT-06,support,166666
EMP-1161,ENT-02,engineering,166666
EMP-1162,ENT-03,operations,166666
EMP-1163,ENT-04,commercial,166666
EMP-1164,ENT-05,support,166666
EMP-1165,ENT-06,engineering,166666
EMP-1166,ENT-02,operations,166666
EMP-1167,ENT-03,commercial,166666
EMP-1168,ENT-04,support,166666
EMP-1169,ENT-05,engineering,166666
EMP-1170,ENT-06,operations,166666
EMP-1171,ENT-02,commercial,166666
EMP-1172,ENT-03,support,166666
EMP-1173,ENT-04,engineering,166666
EMP-1174,ENT-05,operations,166666
EMP-1175,ENT-06,commercial,166666
EMP-1176,ENT-02,support,166666
EMP-1177,ENT-03,engineering,166666
EMP-1178,ENT-04,operations,166666
EMP-1179,ENT-05,commercial,166666
EMP-1180,ENT-06,support,166666
EMP-1181,ENT-02,engineering,166666
EMP-1182,ENT-03,operations,166666
EMP-1183,ENT-04,commercial,166666
EMP-1184,ENT-05,support,166666
EMP-1185,ENT-06,engineering,166666
EMP-1186,ENT-02,operations,166666
EMP-1187,ENT-03,commercial,166666
EMP-1188,ENT-04,support,166666
EMP-1189,ENT-05,engineering,166666
EMP-1190,ENT-06,operations,166666
EMP-1191,ENT-02,commercial,166666
EMP-1192,ENT-03,support,166666
EMP-1193,ENT-04,engineering,166666
EMP-1194,ENT-05,operations,166666
EMP-1195,ENT-06,commercial,166666
EMP-1196,ENT-02,support,166666
EMP-1197,ENT-03,engineering,166666
EMP-1198,ENT-04,operations,166666
EMP-1199,ENT-05,commercial,166666
EMP-1200,ENT-06,support,166666
